\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000023_V01_east_raw.dat
 2454386.829357 14.65360 0.00783 
 2454387.727807 14.65605 0.00795 
 2454387.732509 14.65026 0.00864 
 2454387.737210 14.66076 0.00836 
 2454387.741915 14.65813 0.00827 
 2454387.752163 14.67062 0.00814 
 2454387.757714 14.65855 0.00804 
 2454387.759912 14.66326 0.00869 
 2454387.764616 14.64344 0.00818 
 2454387.769320 14.67323 0.00797 
 2454387.774024 14.65513 0.00809 
 2454387.778727 14.67183 0.00803 
 2454387.783429 14.64540 0.00790 
 2454387.788133 14.65172 0.00836 
 2454387.792835 14.64906 0.00777 
 2454387.797539 14.64240 0.00784 
 2454387.802243 14.66911 0.00780 
 2454387.806950 14.64929 0.00841 
 2454387.811655 14.66300 0.00801 
 2454387.816349 14.64000 0.00787 
 2454387.821060 14.65631 0.00840 
 2454387.825764 14.64933 0.00807 
 2454388.728374 14.64530 0.00877 
 2454388.733084 14.65919 0.00910 
 2454388.752777 14.65723 0.00826 
 2454388.758336 14.65492 0.00825 
 2454388.760538 14.66757 0.00866 
 2454388.765241 14.65088 0.00840 
 2454388.769962 14.67654 0.00808 
 2454388.774673 14.65552 0.00831 
 2454388.779385 14.68418 0.00783 
 2454388.784086 14.64777 0.00842 
 2454388.788805 14.68239 0.00857 
 2454388.793516 14.64939 0.00738 
 2454388.798226 14.65603 0.00821 
 2454388.802927 14.65630 0.00836 
 2454388.807647 14.65386 0.00887 
 2454388.812357 14.64904 0.00775 
 2454388.817067 14.63443 0.00791 
 2454388.821755 14.66450 0.00773 
 2454389.726385 14.65075 0.00883 
 2454389.731073 14.66460 0.00894 
 2454389.745977 14.66622 0.00854 
 2454389.751510 14.64944 0.00835 
 2454389.753700 14.65524 0.00843 
 2454389.758387 14.66043 0.00840 
 2454389.763074 14.65977 0.00850 
 2454389.767761 14.67301 0.00805 
 2454389.772447 14.66493 0.00809 
 2454389.777133 14.67345 0.00789 
 2454389.781820 14.65278 0.00829 
 2454389.786506 14.65313 0.00787 
 2454389.791193 14.64887 0.00817 
 2454389.795881 14.68087 0.00813 
 2454389.800568 14.63975 0.00820 
 2454389.805256 14.66919 0.00805 
 2454389.809944 14.65546 0.00773 
 2454389.814630 14.65104 0.00780 
 2454389.819317 14.67366 0.00777 
 2454390.721602 14.66135 0.00843 
 2454390.726300 14.64535 0.00864 
 2454390.731016 14.65001 0.00850 
 2454390.735722 14.64916 0.00873 
 2454390.740420 14.65619 0.00886 
 2454390.745980 14.66263 0.00804 
 2454390.751531 14.65114 0.00752 
 2454390.753731 14.66332 0.00804 
 2454390.758436 14.64698 0.00824 
 2454390.763143 14.67068 0.00830 
 2454390.767848 14.65343 0.00804 
 2454390.772554 14.66224 0.00806 
 2454390.777258 14.65698 0.00796 
 2454390.781957 14.64465 0.00864 
 2454390.786671 14.65544 0.00760 
 2454390.791378 14.62787 0.00839 
 2454390.796077 14.65789 0.00843 
 2454390.800787 14.64516 0.00874 
 2454390.805493 14.66370 0.00823 
 2454390.810198 14.64113 0.00798 
 2454390.814883 14.66980 0.00791 
 2454390.819608 14.65128 0.00858 
 2454391.720986 14.64592 0.00838 
 2454391.725702 14.64972 0.00876 
 2454391.730413 14.63483 0.00823 
 2454391.735118 14.64880 0.00848 
 2454391.740672 14.65159 0.00813 
 2454391.746228 14.65313 0.00772 
 2454391.751786 14.67410 0.00780 
 2454391.753988 14.65576 0.00794 
 2454391.758694 14.66881 0.00788 
 2454391.763408 14.65970 0.00792 
 2454391.768120 14.66323 0.00776 
 2454391.772829 14.65057 0.00800 
 2454391.777539 14.64541 0.00848 
 2454391.782241 14.66076 0.00798 
 2454391.786960 14.63825 0.00782 
 2454391.791668 14.66659 0.00799 
 2454391.796377 14.63723 0.00819 
 2454391.801079 14.67079 0.00801 
 2454391.805795 14.64606 0.00753 
 2454391.810505 14.65514 0.00788 
 2454391.815216 14.65705 0.00828 
 2454392.721393 14.65643 0.00945 
 2454392.726110 14.64635 0.00947 
 2454392.730821 14.64119 0.00924 
 2454392.735532 14.65017 0.00930 
 2454392.741088 14.67116 0.00860 
 2454392.746644 14.66270 0.00778 
 2454392.748846 14.67306 0.00833 
 2454392.753555 14.65497 0.00826 
 2454392.758256 14.66803 0.00817 
 2454392.762974 14.65548 0.00785 
 2454392.767683 14.66671 0.00775 
 2454392.772393 14.65218 0.00769 
 2454392.777094 14.66301 0.00840 
 2454392.781798 14.65366 0.00697 
 2454392.786519 14.64447 0.00791 
 2454392.791228 14.66098 0.00801 
 2454392.795929 14.64221 0.00831 
 2454392.800646 14.65860 0.00755 
 2454392.805358 14.64075 0.00764 
 2454392.810071 14.66342 0.00770 
 2454393.715027 14.64561 0.00989 
 2454393.719736 14.63093 0.01039 
 2454393.724438 14.63606 0.00983 
 2454393.729153 14.65200 0.01002 
 2454393.733863 14.65393 0.00969 
 2454393.739419 14.66153 0.00905 
 2454393.744976 14.66194 0.00845 
 2454393.747172 14.67204 0.00912 
 2454393.751888 14.65782 0.00904 
 2454393.756599 14.67050 0.00858 
 2454393.761301 14.64249 0.00828 
 2454393.766019 14.65707 0.00850 
 2454393.770730 14.65226 0.00828 
 2454393.775441 14.65128 0.00917 
 2454393.780141 14.64827 0.00771 
 2454393.784859 14.65869 0.00870 
 2454393.789570 14.65605 0.00883 
 2454393.794279 14.64869 0.00920 
 2454393.798988 14.65623 0.00814 
 2454393.803688 14.64823 0.00797 
 2454393.808409 14.65424 0.00782 
 2454394.734637 14.65587 0.01004 
 2454394.736834 14.65696 0.01040 
 2454394.741549 14.63519 0.00987 
 2454394.746256 14.64022 0.01011 
 2454394.750963 14.66821 0.00982 
 2454394.755673 14.64120 0.00962 
 2454394.760384 14.66595 0.00940 
 2454394.765092 14.66030 0.00962 
 2454394.769793 14.65417 0.01017 
 2454394.774512 14.67192 0.01020 
 2454394.779222 14.64189 0.00889 
 2454394.783931 14.66298 0.01011 
 2454394.788633 14.65110 0.00984 
 2454394.793350 14.65710 0.01031 
 2454394.798062 14.64913 0.00953 
 2454394.802772 14.64134 0.00954 
 2454394.807479 14.65436 0.00877 
 2454395.753172 14.65084 0.01256 
 2454395.762588 14.64954 0.01277 
 2454395.767287 14.64423 0.01217 
 2454395.772002 14.66482 0.01203 
 2454395.776711 14.65550 0.01196 
 2454395.781420 14.66074 0.01168 
 2454395.786129 14.66246 0.01192 
 2454395.790828 14.65702 0.01202 
 2454395.795545 14.68158 0.01227 
 2454395.800253 14.64412 0.01111 
 2454395.804960 14.65166 0.01147 
 2454403.746917 14.65631 0.01181 
 2454403.749119 14.64611 0.01175 
 2454403.751320 14.65721 0.01095 
 2454403.753522 14.65481 0.00925 
 2454403.755717 14.63715 0.00997 
 2454403.757925 14.63750 0.01150 
 2454403.760128 14.65838 0.01135 
 2454403.762329 14.65376 0.01140 
 2454403.764531 14.65553 0.01135 
 2454403.766732 14.65772 0.01165 
 2454403.768934 14.65664 0.01157 
 2454403.771135 14.65683 0.01105 
 2454403.773338 14.65428 0.01003 
 2454403.775540 14.63571 0.00984 
 2454403.777742 14.65023 0.00968 
 2454403.779943 14.65645 0.00981 
 2454403.782145 14.67114 0.01010 
 2454403.784346 14.66877 0.01008 
 2454404.704835 14.65304 0.00850 
 2454404.732264 14.63895 0.00873 
 2454404.736974 14.66947 0.00927 
 2454404.741682 14.65387 0.00885 
 2454404.746388 14.65809 0.00998 
 2454404.751097 14.64840 0.00836 
 2454404.755806 14.65088 0.00990 
 2454404.760513 14.66271 0.00984 
 2454404.765220 14.64796 0.01088 
 2454404.769927 14.66739 0.00975 
 2454404.774634 14.64163 0.00932 
 2454405.705208 14.66103 0.00894 
 2454405.710761 14.63944 0.00911 
 2454405.716317 14.65982 0.00887 
 2454405.718519 14.66631 0.00857 
 2454405.723226 14.66977 0.00852 
 2454405.727934 14.64716 0.00914 
 2454405.732642 14.67448 0.00880 
 2454405.737349 14.65537 0.00875 
 2454405.742056 14.65718 0.00931 
 2454405.746761 14.66687 0.00848 
 2454405.751468 14.65125 0.00893 
 2454405.756176 14.66393 0.00934 
 2454405.760883 14.64893 0.00964 
 2454405.765589 14.66087 0.00927 
 2454405.770298 14.65183 0.00885 
 2454405.775005 14.66717 0.00904 
 2454407.698130 14.64953 0.00838 
 2454407.703680 14.63752 0.00796 
 2454407.709234 14.65393 0.00853 
 2454407.711434 14.65652 0.00814 
 2454407.716142 14.66129 0.00803 
 2454407.720848 14.64966 0.00826 
 2454407.725554 14.65538 0.00804 
 2454407.730261 14.64797 0.00803 
 2454407.734969 14.64764 0.00866 
 2454407.739677 14.64903 0.00731 
 2454407.744385 14.63043 0.00789 
 2454407.749093 14.66024 0.00816 
 2454407.753802 14.63908 0.00807 
 2454407.758508 14.66589 0.00724 
 2454407.763218 14.65191 0.00723 
 2454407.767927 14.66370 0.00788 
 2454407.772637 14.66502 0.00829 
 2454408.679530 14.65665 0.00982 
 2454408.684244 14.64779 0.00905 
 2454408.694505 14.66074 0.00865 
 2454408.700058 14.64399 0.00850 
 2454408.705609 14.65088 0.00871 
 2454408.707809 14.65172 0.00900 
 2454408.712516 14.66870 0.00828 
 2454408.717221 14.64853 0.00841 
 2454408.721927 14.65513 0.00841 
 2454408.726636 14.65233 0.00822 
 2454408.731343 14.64852 0.00879 
 2454408.736050 14.64567 0.00747 
 2454408.740756 14.64088 0.00852 
 2454408.745462 14.65188 0.00845 
 2454408.750169 14.64930 0.00965 
 2454408.754877 14.65890 0.00801 
 2454408.759586 14.64362 0.00788 
 2454408.764295 14.66084 0.00807 
 2454408.769002 14.66081 0.00846 
 2454409.673183 14.64288 0.00830 
 2454409.677896 14.65381 0.00797 
 2454409.682605 14.66767 0.00816 
 2454409.687312 14.64900 0.00832 
 2454409.692867 14.65606 0.00798 
 2454409.698425 14.66441 0.00750 
 2454409.703982 14.64832 0.00785 
 2454409.706185 14.66273 0.00778 
 2454409.710893 14.66396 0.00749 
 2454409.715594 14.65287 0.00784 
 2454409.720311 14.66338 0.00771 
 2454409.725019 14.65249 0.00782 
 2454409.729728 14.66757 0.00771 
 2454409.734437 14.64341 0.00715 
 2454409.739146 14.65916 0.00811 
 2454409.743855 14.64898 0.00771 
 2454409.748566 14.65957 0.00791 
 2454409.753276 14.65109 0.00775 
 2454409.757975 14.65130 0.00807 
 2454409.762694 14.66094 0.00785 
 2454409.767404 14.64376 0.00798 
 2454410.678258 14.65976 0.00998 
 2454410.682972 14.67210 0.00907 
 2454410.688525 14.65088 0.00840 
 2454410.694078 14.66097 0.00784 
 2454410.699631 14.65076 0.00764 
 2454410.701833 14.64467 0.00841 
 2454410.706541 14.66317 0.00785 
 2454410.715956 14.65812 0.00929 
 2454410.720666 14.65022 0.00858 
 2454410.725375 14.65895 0.00847 
 2454410.730082 14.63941 0.00743 
 2454410.734792 14.63834 0.00942 
 2454410.739500 14.66722 0.00881 
 2454411.667203 14.65153 0.00899 
 2454411.671902 14.64986 0.00843 
 2454411.676621 14.67472 0.00879 
 2454411.681331 14.65066 0.00872 
 2454411.686885 14.64262 0.00828 
 2454411.692440 14.67009 0.00814 
 2454411.697992 14.64362 0.00813 
 2454411.700193 14.67710 0.00760 
 2454411.704900 14.65446 0.00772 
 2454411.709598 14.66437 0.00760 
 2454411.714316 14.65691 0.00764 
 2454411.719024 14.65891 0.00788 
 2454411.723731 14.65620 0.00740 
 2454411.728430 14.63367 0.00781 
 2454411.733147 14.66104 0.00769 
 2454411.737852 14.63788 0.00748 
 2454411.742560 14.65890 0.00797 
 2454411.747260 14.65806 0.00737 
 2454412.677680 14.65103 0.00938 
 2454412.710646 14.64665 0.00862 
 2454412.715363 14.64441 0.00757 
 2454412.720071 14.66810 0.00724 
 2454412.724777 14.64879 0.00735 
 2454412.729452 14.65581 0.00749 
 2454412.734193 14.64169 0.00691 
 2454412.738900 14.66584 0.00738 
 2454412.743607 14.66460 0.00707 
 2454412.748306 14.65073 0.00742 
 2454412.753020 14.66253 0.00715 
 2454412.757727 14.64725 0.00744 
 2454413.661925 14.64553 0.00856 
 2454413.666635 14.63780 0.00833 
 2454413.671336 14.67108 0.00849 
 2454413.676049 14.66255 0.00827 
 2454413.681603 14.66157 0.00814 
 2454413.687156 14.66463 0.00797 
 2454413.692712 14.65874 0.00751 
 2454413.694913 14.67001 0.00759 
 2454413.699621 14.65946 0.00777 
 2454413.704331 14.66443 0.00766 
 2454413.709039 14.65927 0.00772 
 2454413.713737 14.66134 0.00764 
 2454413.718455 14.64604 0.00758 
 2454413.723165 14.66003 0.00809 
 2454413.727874 14.65712 0.00751 
 2454413.732573 14.64431 0.00759 
 2454413.737289 14.66215 0.00798 
 2454413.742000 14.64714 0.00770 
 2454413.746708 14.66348 0.00767 
 2454413.751417 14.65245 0.00709 
 2454413.756118 14.65721 0.00737 
 2454414.662995 14.64880 0.00906 
 2454414.667704 14.67011 0.00788 
 2454414.672412 14.64597 0.01008 
 2454414.677967 14.66570 0.01017 
 2454414.683522 14.67936 0.00820 
 2454414.715663 14.65228 0.00686 
 2454414.720373 14.65930 0.00910 
 2454414.725074 14.67477 0.00844 
 2454414.729792 14.59689 0.00980 
 2454414.739206 14.58390 0.00820 
 2454414.743908 14.65521 0.00783 
 2454414.748625 14.65055 0.00756 
 2454414.753334 14.65334 0.00778 
 2454415.670751 14.64964 0.00727 
 2454415.676307 14.60833 0.01594 
 2454415.681861 14.66126 0.00606 
 2454415.687416 14.65129 0.00775 
 2454415.689617 14.68916 0.00931 
 2454415.694325 14.65830 0.00778 
 2454415.699024 14.65196 0.00782 
 2454415.703742 14.64666 0.00799 
 2454415.708452 14.66317 0.00757 
 2454415.713161 14.65113 0.00721 
 2454415.717867 14.65463 0.00783 
 2454415.722570 14.65278 0.00721 
 2454415.727290 14.65342 0.00775 
 2454415.732000 14.67001 0.00752 
 2454415.736698 14.65147 0.00760 
 2454416.673892 14.67466 0.00869 
 2454416.679252 14.66231 0.00763 
 2454416.684611 14.66844 0.00797 
 2454416.689971 14.66495 0.00828 
 2454416.695330 14.65187 0.00813 
 2454416.697426 14.65239 0.00831 
 2454416.701954 14.67382 0.00816 
 2454416.706464 14.65456 0.00833 
 2454416.710982 14.67575 0.00844 
 2454416.715494 14.64592 0.00705 
 2454416.720008 14.66190 0.00795 
 2454416.724522 14.67597 0.00802 
 2454416.729036 14.64694 0.00824 
 2454416.733550 14.67730 0.00747 
 2454416.738056 14.65555 0.00744 
 2454416.742576 14.67428 0.00760 
 2454416.747083 14.66548 0.00792 
 2454417.653917 14.64665 0.00955 
 2454417.658428 14.64690 0.00959 
 2454417.662942 14.66104 0.00899 
 2454417.667456 14.64728 0.00935 
 2454417.672818 14.65256 0.00857 
 2454417.678171 14.66347 0.00869 
 2454417.680275 14.67322 0.00880 
 2454417.684791 14.65376 0.00914 
 2454417.689306 14.65291 0.00883 
 2454417.693822 14.65313 0.00874 
 2454417.698337 14.65721 0.00860 
 2454417.711877 14.66065 0.00819 
 2454417.716389 14.63229 0.00801 
 2454417.720903 14.66507 0.00849 
 2454417.725416 14.64219 0.00839 
 2454417.729928 14.66689 0.00803 
 2454417.734442 14.65171 0.00731 
 2454417.738956 14.64940 0.00777 
 2454417.743469 14.66505 0.00834 
 2454418.647823 14.63869 0.00872 
 2454418.652345 14.66055 0.00905 
 2454418.656854 14.65281 0.00846 
 2454418.661372 14.66559 0.00837 
 2454418.666733 14.66360 0.00834 
 2454418.672093 14.65382 0.00790 
 2454418.677452 14.67732 0.00784 
 2454418.679553 14.67123 0.00813 
 2454418.684066 14.65127 0.00814 
 2454418.688580 14.66989 0.00802 
 2454418.693089 14.64298 0.00807 
 2454418.697608 14.65668 0.00794 
 2454418.702112 14.65161 0.00789 
 2454418.706636 14.66434 0.00860 
 2454418.711150 14.64563 0.00716 
 2454418.715663 14.65598 0.00825 
 2454418.720177 14.65755 0.00827 
 2454418.724689 14.64595 0.00810 
 2454418.729203 14.66217 0.00776 
 2454418.733712 14.65704 0.00702 
 2454418.738230 14.64917 0.00754 
 2454418.742738 14.66646 0.00815 
 2454419.648935 14.64930 0.00820 
 2454419.653452 14.66017 0.00801 
 2454419.657965 14.66532 0.00791 
 2454419.662477 14.66617 0.00775 
 2454419.667836 14.66503 0.00751 
 2454419.673196 14.64759 0.00737 
 2454419.675297 14.68240 0.00693 
 2454419.679812 14.65251 0.00745 
 2454419.684327 14.66426 0.00744 
 2454419.688841 14.66730 0.00745 
 2454419.693355 14.65188 0.00723 
 2454419.697869 14.65566 0.00733 
 2454419.702383 14.65338 0.00713 
 2454419.706897 14.66571 0.00779 
 2454419.711410 14.64544 0.00671 
 2454419.715923 14.65902 0.00784 
 2454419.720436 14.65210 0.00739 
 2454419.724950 14.63786 0.00758 
 2454419.729464 14.67267 0.00702 
 2454419.733977 14.64516 0.00687 
 2454419.738491 14.65683 0.00723 
 2454421.643832 14.63808 0.00986 
 2454421.652857 14.65276 0.01050 
 2454421.662734 14.67318 0.00960 
 2454421.668091 14.66145 0.00863 
 2454421.670194 14.66749 0.00891 
 2454421.674709 14.66692 0.00898 
 2454421.679223 14.67269 0.00896 
 2454421.683738 14.66392 0.00911 
 2454421.688251 14.65473 0.00879 
 2454421.692764 14.65785 0.00915 
 2454421.697278 14.65703 0.00946 
 2454421.701791 14.66453 0.00910 
 2454421.706303 14.63618 0.00867 
 2454421.710817 14.65089 0.00928 
 2454421.715329 14.65249 0.00931 
 2454421.719837 14.64487 0.00957 
 2454421.724356 14.67474 0.00815 
 2454421.728870 14.63686 0.00821 
 2454421.733385 14.66324 0.00893 
 2454422.640614 14.66134 0.00950 
 2454422.642720 14.66522 0.00979 
 2454422.644826 14.65985 0.00931 
 2454422.646932 14.64801 0.00962 
 2454422.649037 14.66315 0.00917 
 2454422.651143 14.66200 0.00885 
 2454422.653247 14.66583 0.00921 
 2454422.655350 14.65635 0.01004 
 2454422.657456 14.65126 0.00980 
 2454422.659564 14.67305 0.00952 
 2454422.661672 14.66794 0.00886 
 2454422.663776 14.65053 0.00905 
 2454422.665883 14.64986 0.00906 
 2454422.667989 14.62564 0.00861 
 2454422.672514 14.64655 0.00950 
 2454422.677028 14.65731 0.00902 
 2454422.681535 14.67113 0.00909 
 2454422.686057 14.64456 0.00928 
 2454422.690563 14.64563 0.00941 
 2454422.695083 14.64431 0.00838 
 2454422.699590 14.63261 0.00923 
 2454422.704111 14.64830 0.00928 
 2454422.708621 14.64288 0.00882 
 2454422.713137 14.64972 0.00917 
 2454422.717648 14.65594 0.00872 
 2454422.722164 14.65415 0.00837 
 2454422.726667 14.65988 0.00861 
 2454422.731189 14.66263 0.00897 
 2454432.586106 14.66382 0.01002 
 2454433.586092 14.65594 0.00663 
 2454433.590673 14.64072 0.00895 
 2454433.595237 14.63900 0.00900 
 2454433.599816 14.63772 0.00952 
 2454433.604394 14.65658 0.00911 
 2454433.608980 14.63867 0.00782 
 2454433.613545 14.67712 0.00891 
 2454433.618113 14.65935 0.00880 
 2454433.622713 14.66814 0.00838 
 2454433.628139 14.65090 0.00815 
 2454433.633561 14.64990 0.00809 
 2454433.638920 14.65168 0.00860 
 2454433.641026 14.66566 0.00812 
 2454433.645542 14.65087 0.00837 
 2454433.650056 14.65706 0.00836 
 2454433.654570 14.65264 0.00794 
 2454433.659085 14.66814 0.00818 
 2454433.663590 14.63143 0.00768 
 2454433.668111 14.64170 0.00849 
 2454437.581435 14.66189 0.00929 
 2454437.585947 14.66712 0.00921 
 2454437.590459 14.66556 0.00911 
 2454437.594973 14.64896 0.00897 
 2454437.599486 14.64245 0.00942 
 2454437.603992 14.65080 0.00936 
 2454437.608512 14.65532 0.00866 
 2454437.618388 14.67126 0.00856 
 2454437.623747 14.64992 0.00842 
 2454437.629105 14.66606 0.00849 
 2454437.631207 14.65905 0.00827 
 2454437.635723 14.66482 0.00846 
 2454437.640235 14.64999 0.00856 
 2454437.644751 14.65594 0.00819 
 2454437.649263 14.65599 0.00804 
 2454437.653775 14.64466 0.00873 
 2454437.658291 14.66141 0.00814 
 2454437.662803 14.63882 0.00793 
 2454437.667317 14.67490 0.00837 
 2454437.671830 14.64799 0.00783 
 2454437.676344 14.65579 0.00784 
 2454437.680857 14.66629 0.00804 
 2454437.685368 14.64975 0.00783 
 2454437.689883 14.65534 0.00888 
 2454438.581519 14.64788 0.00852 
 2454438.586105 14.64093 0.00897 
 2454438.590673 14.66644 0.00880 
 2454438.595258 14.64020 0.00865 
 2454438.599811 14.65859 0.00869 
 2454438.604400 14.65441 0.00905 
 2454438.608958 14.66215 0.00828 
 2454438.614392 14.65851 0.00865 
 2454438.619810 14.64092 0.00878 
 2454438.625221 14.66685 0.00887 
 2454438.627363 14.65322 0.00876 
 2454438.631942 14.66357 0.00853 
 2454438.636487 14.64885 0.00852 
 2454438.641065 14.66264 0.00889 
 2454438.645619 14.65754 0.00886 
 2454438.650203 14.63449 0.00907 
 2454438.654749 14.65372 0.00899 
 2454438.659362 14.64541 0.00814 
 2454438.663941 14.66602 0.00885 
 2454438.668509 14.65848 0.00832 
 2454438.673086 14.65088 0.00824 
 2454438.677615 14.65350 0.00819 
 2454438.682191 14.65247 0.00811 
 2454438.686731 14.66868 0.00905 
 2454439.581532 14.64307 0.00797 
 2454439.586129 14.65162 0.00796 
 2454439.590727 14.65686 0.00816 
 2454439.595322 14.65361 0.00752 
 2454439.599914 14.66027 0.00798 
 2454439.604524 14.65599 0.00804 
 2454439.609959 14.65860 0.00769 
 2454439.615394 14.65915 0.00747 
 2454439.620843 14.64902 0.00767 
 2454439.626310 14.64473 0.00774 
 2454439.628468 14.65439 0.00761 
 2454439.633039 14.66243 0.00758 
 2454439.637612 14.64266 0.00753 
 2454439.642183 14.65039 0.00790 
 2454439.646789 14.64096 0.00761 
 2454439.651394 14.65085 0.00771 
 2454439.655992 14.63370 0.00722 
 2454439.660585 14.66198 0.00766 
 2454439.665174 14.66419 0.00775 
 2454439.669734 14.64988 0.00751 
 2454439.674297 14.66338 0.00727 
 2454439.678874 14.65502 0.00689 
 2454439.683449 14.66450 0.00723 
 2454447.588366 14.67275 0.00884 
 2454447.593799 14.65374 0.00847 
 2454447.599221 14.66742 0.00933 
 2454447.604646 14.65426 0.00938 
 2454447.606786 14.68056 0.00890 
 2454447.611372 14.63654 0.00943 
 2454447.615960 14.66362 0.00940 
 2454447.620541 14.63431 0.00968 
 2454447.625136 14.64641 0.00972 
 2454447.629720 14.63893 0.00888 
 2454447.634276 14.64781 0.00958 
 2454447.638864 14.66373 0.00936 
 2454447.643449 14.64143 0.00918 
 2454447.648031 14.65825 0.00912 
 2454447.652610 14.64297 0.00893 
 2454447.657195 14.65573 0.00941 
 2454447.661774 14.66735 0.00945 
 2454448.588387 14.63211 0.00955 
 2454448.593827 14.66511 0.00956 
 2454448.610618 14.64213 0.00983 
 2454448.615216 14.65433 0.00987 
 2454448.619823 14.63765 0.00920 
 2454448.624424 14.66322 0.00891 
 2454448.629011 14.64198 0.00849 
 2454448.633629 14.65969 0.00913 
 2454448.638254 14.64990 0.00839 
 2454448.642835 14.65512 0.00916 
 2454448.647416 14.66343 0.00911 
 2454448.652013 14.65006 0.00955 
 2454448.656617 14.65178 0.00940 
 2454448.661224 14.65786 0.00965 
 2454449.581712 14.65888 0.00955 
 2454449.583856 14.67281 0.00943 
 2454449.586000 14.62905 0.01027 
 2454449.588151 14.63801 0.00992 
 2454449.590296 14.64550 0.01044 
 2454449.592434 14.64860 0.01056 
 2454449.594576 14.63743 0.01040 
 2454449.596718 14.63984 0.01063 
 2454449.601316 14.66048 0.00997 
 2454449.605899 14.63004 0.00981 
 2454449.610494 14.63884 0.01041 
 2454449.615097 14.62904 0.01049 
 2454449.619685 14.64214 0.01008 
 2454449.624285 14.68867 0.00955 
 2454449.628880 14.65905 0.00997 
 2454449.633510 14.65879 0.00993 
 2454449.638100 14.65069 0.00982 
 2454449.642679 14.66991 0.01071 
 2454449.647253 14.64727 0.00979 
 2454449.651848 14.64471 0.01020 
 2454449.656450 14.65645 0.01000 
 2454450.581692 14.65163 0.01013 
 2454450.583794 14.61644 0.01084 
 2454450.585952 14.63360 0.01073 
 2454450.588094 14.64985 0.01033 
 2454450.590227 14.66086 0.01060 
 2454450.592368 14.63647 0.01104 
 2454450.594501 14.64238 0.01083 
 2454450.599075 14.64380 0.01058 
 2454450.603648 14.61866 0.01029 
 2454450.608211 14.64170 0.01088 
 2454450.612804 14.64442 0.01079 
 2454450.617376 14.63880 0.01085 
 2454450.621961 14.67939 0.01055 
 2454450.626522 14.64769 0.01007 
 2454450.631095 14.67169 0.01073 
 2454450.635682 14.64737 0.01029 
 2454450.640250 14.64269 0.01083 
 2454450.644808 14.65651 0.01034 
 2454450.649356 14.63155 0.01062 
 2454450.653951 14.65419 0.01071 
 2454460.581923 14.67016 0.00965 
 2454460.584027 14.67545 0.00999 
 2454460.588542 14.65247 0.01065 
 2454460.593047 14.65814 0.01119 
 2454460.597569 14.65385 0.00976 
 2454460.602074 14.64633 0.01163 
 2454460.606596 14.67666 0.01178 
 2454460.611103 14.65342 0.01284 
 2454460.615622 14.65752 0.01384 
 2454460.620137 14.67176 0.01356 
 2454460.624650 14.64257 0.01373 
 2454461.582622 14.66132 0.00985 
 2454461.584731 14.67278 0.00963 
 2454461.589241 14.67361 0.00959 
 2454461.593748 14.65525 0.00946 
 2454461.598270 14.64072 0.00967 
 2454461.602777 14.66428 0.00985 
 2454461.607301 14.64520 0.00919 
 2454461.611807 14.65822 0.01067 
 2454461.616329 14.66110 0.00962 
 2454461.620835 14.62980 0.00976 
 2454461.625357 14.64881 0.00946 
 2454462.583317 14.63624 0.01040 
 2454462.585423 14.66443 0.00988 
 2454462.589940 14.66209 0.01052 
 2454462.594456 14.66891 0.00962 
 2454462.598968 14.68336 0.00998 
 2454462.603475 14.63692 0.01151 
 2454462.607996 14.65888 0.01073 
 2454462.612500 14.65588 0.00970 
 2454462.617022 14.63342 0.01054 
 2454462.621535 14.65680 0.01078 
 2454463.583313 14.67233 0.01071 
 2454463.585415 14.66210 0.00890 
 2454463.589930 14.68349 0.00963 
 2454463.594443 14.67106 0.00974 
 2454463.598955 14.63785 0.01003 
 2454463.603467 14.67346 0.01008 
 2454463.607982 14.64163 0.00983 
 2454463.612495 14.62852 0.00997 
 2454463.617008 14.66307 0.01002 
 2454464.586186 14.69933 0.01011 
 2454464.590700 14.63011 0.01168 
 2454464.595213 14.63390 0.01030 
 2454464.599727 14.65846 0.01131 
 2454464.604242 14.66050 0.01022 
 2454464.608754 14.64286 0.00965 
 2454464.613268 14.65167 0.01013 
 2454464.617779 14.63052 0.00965 
 2454465.584018 14.65887 0.00858 
 2454465.586173 14.68691 0.00855 
 2454465.590687 14.67231 0.00860 
 2454465.595201 14.64911 0.00804 
 2454465.599714 14.64803 0.00940 
 2454465.604226 14.67344 0.00943 
 2454465.608740 14.63798 0.00891 
 2454465.613254 14.64578 0.00892 
 2454731.715653 14.64600 0.00910 
 2454731.740473 14.63334 0.00799 
 2454731.752882 14.66366 0.00800 
 2454731.762949 14.66012 0.00890 
 2454731.783089 14.65722 0.00876 
 2454731.803241 14.65191 0.00894 
 2454731.811065 14.69157 0.00846 
 2454731.818883 14.66174 0.00855 
 2454731.829045 14.63532 0.00841 
 2454731.839203 14.65834 0.00888 
 2454731.849361 14.66004 0.00878 
 2454731.859517 14.65658 0.00813 
 2454731.869674 14.67745 0.00854 
 2454732.708650 14.67771 0.00797 
 2454732.723394 14.67023 0.00736 
 2454732.735809 14.65225 0.00739 
 2454732.748218 14.64778 0.00689 
 2454732.760626 14.68089 0.00718 
 2454732.770684 14.66475 0.00671 
 2454732.780751 14.66267 0.00730 
 2454732.790832 14.64717 0.00793 
 2454732.800896 14.66529 0.00710 
