\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000021_V01_east_tfa.dat
 2454387.741915 14.10978 0.00810 
 2454387.752163 14.11078 0.00776 
 2454387.757714 14.11703 0.00799 
 2454387.759912 14.12357 0.00772 
 2454387.764616 14.11984 0.00797 
 2454387.769320 14.11943 0.00756 
 2454387.774024 14.11762 0.00768 
 2454387.778727 14.12045 0.00759 
 2454387.783429 14.12094 0.00748 
 2454387.788133 14.12017 0.00749 
 2454387.792835 14.11760 0.00758 
 2454387.797539 14.10778 0.00716 
 2454387.802243 14.11408 0.00737 
 2454387.806950 14.11658 0.00725 
 2454387.811655 14.12255 0.00752 
 2454387.816349 14.11800 0.00776 
 2454387.821060 14.10591 0.00721 
 2454387.825764 14.11848 0.00756 
 2454388.728374 14.12593 0.00861 
 2454388.733084 14.12210 0.00811 
 2454388.752777 14.11596 0.00810 
 2454388.758336 14.12546 0.00791 
 2454388.760538 14.11105 0.00810 
 2454388.765241 14.12323 0.00787 
 2454388.769962 14.11872 0.00774 
 2454388.774673 14.11199 0.00769 
 2454388.779385 14.12154 0.00767 
 2454388.784086 14.12011 0.00798 
 2454388.788805 14.11378 0.00750 
 2454388.793516 14.12401 0.00761 
 2454388.798226 14.11206 0.00790 
 2454388.802927 14.11544 0.00740 
 2454388.807647 14.11627 0.00789 
 2454388.812357 14.12231 0.00696 
 2454388.817067 14.12372 0.00738 
 2454388.821755 14.11584 0.00742 
 2454389.726385 14.11637 0.00839 
 2454389.731073 14.13172 0.00807 
 2454389.745977 14.12105 0.00810 
 2454389.751510 14.11740 0.00825 
 2454389.753700 14.12587 0.00768 
 2454389.758387 14.11562 0.00793 
 2454389.763074 14.11945 0.00786 
 2454389.767761 14.11219 0.00778 
 2454389.772447 14.12187 0.00781 
 2454389.777133 14.11681 0.00765 
 2454389.781820 14.11251 0.00776 
 2454389.786506 14.12073 0.00761 
 2454389.791193 14.11470 0.00772 
 2454389.795881 14.12194 0.00759 
 2454389.800568 14.12865 0.00756 
 2454389.805256 14.11724 0.00763 
 2454389.809944 14.11507 0.00766 
 2454389.814630 14.12052 0.00742 
 2454389.819317 14.11757 0.00775 
 2454390.721602 14.10553 0.00826 
 2454390.726300 14.12027 0.00840 
 2454390.731016 14.12816 0.00823 
 2454390.735722 14.12958 0.00822 
 2454390.740420 14.11137 0.00800 
 2454390.745980 14.11642 0.00782 
 2454390.751531 14.12817 0.00776 
 2454390.753731 14.11914 0.00787 
 2454390.758436 14.12891 0.00793 
 2454390.763143 14.12265 0.00754 
 2454390.767848 14.09501 0.00773 
 2454390.772554 14.11249 0.00766 
 2454390.777258 14.12473 0.00752 
 2454390.781957 14.10863 0.00763 
 2454390.786671 14.11915 0.00762 
 2454390.791378 14.12267 0.00767 
 2454390.796077 14.11382 0.00775 
 2454390.800787 14.11209 0.00754 
 2454390.805493 14.12758 0.00752 
 2454390.810198 14.11430 0.00769 
 2454390.814883 14.11449 0.00756 
 2454390.819608 14.11080 0.00771 
 2454391.720986 14.12209 0.00789 
 2454391.725702 14.12349 0.00778 
 2454391.730413 14.11648 0.00759 
 2454391.735118 14.12380 0.00760 
 2454391.740672 14.11722 0.00772 
 2454391.746228 14.12112 0.00764 
 2454391.751786 14.12670 0.00764 
 2454391.753988 14.10555 0.00766 
 2454391.758694 14.13033 0.00742 
 2454391.763408 14.11915 0.00756 
 2454391.768120 14.11396 0.00765 
 2454391.772829 14.11720 0.00755 
 2454391.777539 14.11505 0.00750 
 2454391.782241 14.12333 0.00740 
 2454391.786960 14.12066 0.00727 
 2454391.791668 14.11108 0.00737 
 2454391.796377 14.12008 0.00751 
 2454391.801079 14.10518 0.00760 
 2454391.805795 14.11717 0.00746 
 2454391.810505 14.10782 0.00730 
 2454391.815216 14.12744 0.00744 
 2454392.721393 14.10791 0.00887 
 2454392.726110 14.12013 0.00901 
 2454392.730821 14.11622 0.00863 
 2454392.735532 14.11364 0.00823 
 2454392.741088 14.11458 0.00824 
 2454392.746644 14.12118 0.00827 
 2454392.748846 14.11879 0.00802 
 2454392.753555 14.11149 0.00787 
 2454392.758256 14.11875 0.00760 
 2454392.762974 14.12072 0.00744 
 2454392.767683 14.12007 0.00726 
 2454392.772393 14.11415 0.00745 
 2454392.777094 14.11705 0.00735 
 2454392.781798 14.11757 0.00746 
 2454392.786519 14.11319 0.00724 
 2454392.791228 14.11682 0.00749 
 2454392.795929 14.11561 0.00710 
 2454392.800646 14.11491 0.00721 
 2454392.805358 14.11454 0.00736 
 2454392.810071 14.10614 0.00741 
 2454393.715027 14.11000 0.00967 
 2454393.719736 14.11885 0.00944 
 2454393.724438 14.11789 0.00952 
 2454393.729153 14.11743 0.00920 
 2454393.733863 14.11295 0.00899 
 2454393.739419 14.13425 0.00908 
 2454393.744976 14.11437 0.00893 
 2454393.747172 14.12630 0.00869 
 2454393.751888 14.10561 0.00878 
 2454393.756599 14.12079 0.00833 
 2454393.761301 14.12020 0.00850 
 2454393.766019 14.13559 0.00869 
 2454393.770730 14.12183 0.00825 
 2454393.775441 14.10715 0.00854 
 2454393.780141 14.12394 0.00805 
 2454393.784859 14.11907 0.00842 
 2454393.789570 14.12686 0.00825 
 2454393.794279 14.10909 0.00810 
 2454393.798988 14.12088 0.00791 
 2454393.803688 14.10825 0.00774 
 2454393.808409 14.12568 0.00784 
 2454394.734637 14.11628 0.00962 
 2454394.736834 14.12178 0.01025 
 2454394.741549 14.12203 0.00930 
 2454394.746256 14.11064 0.00941 
 2454394.750963 14.12828 0.00969 
 2454394.755673 14.10979 0.00929 
 2454394.760384 14.12575 0.00911 
 2454394.765092 14.12779 0.00921 
 2454394.769793 14.11572 0.00948 
 2454394.774512 14.12214 0.00909 
 2454394.779222 14.12713 0.00932 
 2454394.783931 14.12241 0.00917 
 2454394.788633 14.12938 0.00900 
 2454394.793350 14.11829 0.00910 
 2454394.798062 14.12487 0.00933 
 2454394.802772 14.10993 0.00876 
 2454394.807479 14.11336 0.00880 
 2454395.753172 14.10069 0.01163 
 2454395.762588 14.12576 0.01137 
 2454395.767287 14.11716 0.01135 
 2454395.772002 14.11628 0.01123 
 2454395.776711 14.12303 0.01115 
 2454395.781420 14.12838 0.01116 
 2454395.786129 14.11216 0.01103 
 2454395.790828 14.13586 0.01080 
 2454395.795545 14.11378 0.01090 
 2454395.800253 14.12889 0.01067 
 2454395.804960 14.11283 0.01062 
 2454403.746917 14.11419 0.01126 
 2454403.749119 14.12657 0.01116 
 2454403.751320 14.11866 0.01085 
 2454403.753522 14.11745 0.01019 
 2454403.755717 14.13531 0.01130 
 2454403.757925 14.11550 0.01081 
 2454403.760128 14.11862 0.01105 
 2454403.762329 14.12144 0.01138 
 2454403.764531 14.10997 0.01026 
 2454403.766732 14.11475 0.01081 
 2454403.768934 14.12102 0.01097 
 2454403.771135 14.11478 0.01044 
 2454403.773338 14.12882 0.01056 
 2454403.775540 14.12477 0.01060 
 2454403.777742 14.11862 0.01066 
 2454403.779943 14.11427 0.01064 
 2454403.782145 14.11741 0.01049 
 2454403.784346 14.12067 0.01057 
 2454404.704835 14.12701 0.00783 
 2454404.732264 14.12787 0.00843 
 2454404.736974 14.12019 0.01006 
 2454404.741682 14.10282 0.00924 
 2454404.746388 14.12297 0.00902 
 2454404.751097 14.12585 0.00852 
 2454404.755806 14.11377 0.00952 
 2454404.760513 14.11476 0.00894 
 2454404.765220 14.10771 0.00944 
 2454404.769927 14.11912 0.00927 
 2454404.774634 14.11982 0.00873 
 2454405.705208 14.11748 0.00902 
 2454405.710761 14.11428 0.00927 
 2454405.716317 14.12147 0.00868 
 2454405.718519 14.12549 0.00893 
 2454405.723226 14.12580 0.00879 
 2454405.727934 14.11394 0.00899 
 2454405.732642 14.11036 0.00926 
 2454405.737349 14.11448 0.00866 
 2454405.742056 14.11637 0.00853 
 2454405.746761 14.12220 0.00867 
 2454405.751468 14.11421 0.00872 
 2454405.756176 14.11807 0.00905 
 2454405.760883 14.13021 0.00872 
 2454405.765589 14.12402 0.00860 
 2454405.770298 14.11331 0.00900 
 2454405.775005 14.11700 0.00912 
 2454407.698130 14.12685 0.00795 
 2454407.703680 14.11326 0.00772 
 2454407.709234 14.12831 0.00791 
 2454407.711434 14.10758 0.00777 
 2454407.716142 14.11447 0.00796 
 2454407.720848 14.12336 0.00787 
 2454407.725554 14.10398 0.00778 
 2454407.730261 14.11154 0.00774 
 2454407.734969 14.12242 0.00744 
 2454407.739677 14.12492 0.00759 
 2454407.744385 14.12080 0.00761 
 2454407.749093 14.11341 0.00743 
 2454407.753802 14.13068 0.00744 
 2454407.758508 14.12199 0.00765 
 2454407.763218 14.12512 0.00777 
 2454407.767927 14.12330 0.00750 
 2454407.772637 14.11742 0.00779 
 2454408.679530 14.12659 0.01064 
 2454408.684244 14.11449 0.00888 
 2454408.694505 14.10869 0.00886 
 2454408.700058 14.12616 0.00841 
 2454408.705609 14.11382 0.00826 
 2454408.707809 14.11927 0.00807 
 2454408.712516 14.11859 0.00807 
 2454408.717221 14.11033 0.00824 
 2454408.721927 14.11567 0.00804 
 2454408.726636 14.11866 0.00822 
 2454408.731343 14.11595 0.00800 
 2454408.736050 14.12435 0.00804 
 2454408.740756 14.11518 0.00820 
 2454408.745462 14.12358 0.00790 
 2454408.750169 14.11691 0.00813 
 2454408.754877 14.12433 0.00808 
 2454408.759586 14.12093 0.00789 
 2454408.764295 14.12230 0.00790 
 2454408.769002 14.11620 0.00775 
 2454409.673183 14.10313 0.00849 
 2454409.677896 14.10444 0.00863 
 2454409.682605 14.12235 0.00829 
 2454409.687312 14.11804 0.00826 
 2454409.692867 14.11317 0.00794 
 2454409.698425 14.11878 0.00807 
 2454409.703982 14.11896 0.00782 
 2454409.706185 14.12138 0.00816 
 2454409.710893 14.11962 0.00790 
 2454409.715594 14.12430 0.00794 
 2454409.720311 14.12672 0.00796 
 2454409.725019 14.10947 0.00784 
 2454409.729728 14.11958 0.00790 
 2454409.734437 14.12672 0.00784 
 2454409.739146 14.11901 0.00756 
 2454409.743855 14.13250 0.00812 
 2454409.748566 14.12018 0.00735 
 2454409.753276 14.11259 0.00786 
 2454409.757975 14.12001 0.00737 
 2454409.762694 14.11300 0.00792 
 2454409.767404 14.11766 0.00758 
 2454410.678258 14.13379 0.01154 
 2454410.682972 14.12124 0.00859 
 2454410.688525 14.12256 0.00841 
 2454410.694078 14.12743 0.00808 
 2454410.699631 14.13548 0.00836 
 2454410.701833 14.10522 0.00892 
 2454410.706541 14.12908 0.00914 
 2454410.715956 14.10538 0.00942 
 2454410.720666 14.11661 0.00890 
 2454410.725375 14.11666 0.00846 
 2454410.730082 14.11555 0.00755 
 2454410.734792 14.11162 0.00838 
 2454411.667203 14.10842 0.00876 
 2454411.671902 14.12499 0.00855 
 2454411.676621 14.11196 0.00848 
 2454411.681331 14.12469 0.00860 
 2454411.686885 14.12725 0.00811 
 2454411.692440 14.12578 0.00821 
 2454411.697992 14.11474 0.00773 
 2454411.700193 14.12509 0.00805 
 2454411.704900 14.12776 0.00789 
 2454411.709598 14.12573 0.00761 
 2454411.714316 14.11909 0.00764 
 2454411.719024 14.12209 0.00728 
 2454411.723731 14.11730 0.00765 
 2454411.728430 14.13175 0.00752 
 2454411.733147 14.12013 0.00720 
 2454411.737852 14.12447 0.00776 
 2454411.742560 14.11692 0.00699 
 2454411.747260 14.11501 0.00749 
 2454412.677680 14.11808 0.01067 
 2454412.710646 14.12237 0.00982 
 2454412.715363 14.11975 0.00784 
 2454412.720071 14.12084 0.00767 
 2454412.724777 14.11258 0.00724 
 2454412.729452 14.12016 0.00747 
 2454412.734193 14.12231 0.00737 
 2454412.738900 14.11898 0.00709 
 2454412.743607 14.13084 0.00699 
 2454412.748306 14.12180 0.00674 
 2454412.753020 14.10931 0.00800 
 2454412.757727 14.11206 0.00667 
 2454413.661925 14.12302 0.00854 
 2454413.666635 14.11858 0.00825 
 2454413.671336 14.10991 0.00837 
 2454413.676049 14.12177 0.00829 
 2454413.681603 14.12151 0.00793 
 2454413.687156 14.11579 0.00806 
 2454413.692712 14.12642 0.00774 
 2454413.694913 14.10807 0.00783 
 2454413.699621 14.12185 0.00785 
 2454413.704331 14.11163 0.00761 
 2454413.709039 14.12263 0.00777 
 2454413.713737 14.12538 0.00747 
 2454413.718455 14.11116 0.00765 
 2454413.723165 14.11282 0.00754 
 2454413.727874 14.11534 0.00722 
 2454413.732573 14.11981 0.00786 
 2454413.737289 14.11756 0.00702 
 2454413.742000 14.11625 0.00759 
 2454413.746708 14.11740 0.00709 
 2454413.751417 14.11393 0.00764 
 2454413.756118 14.13071 0.00739 
 2454414.662995 14.11589 0.00857 
 2454414.667704 14.13003 0.00830 
 2454414.672412 14.11447 0.00825 
 2454414.677967 14.11627 0.00837 
 2454414.683522 14.11917 0.00805 
 2454414.715663 14.12963 0.00882 
 2454414.720373 14.11585 0.00854 
 2454414.725074 14.11491 0.00731 
 2454414.743908 14.12278 0.01488 
 2454414.748625 14.11748 0.00775 
 2454414.753334 14.12976 0.00788 
 2454415.670751 14.12065 0.00803 
 2454415.681861 14.12280 0.00764 
 2454415.687416 14.11914 0.00752 
 2454415.689617 14.11093 0.00768 
 2454415.694325 14.11458 0.00767 
 2454415.699024 14.11531 0.00868 
 2454415.703742 14.11837 0.00753 
 2454415.708452 14.12916 0.00734 
 2454415.713161 14.12120 0.00724 
 2454415.717867 14.11549 0.00717 
 2454415.722570 14.10947 0.00682 
 2454415.727290 14.12582 0.00720 
 2454415.732000 14.10926 0.00679 
 2454415.736698 14.10822 0.00743 
 2454416.673892 14.11450 0.00800 
 2454416.679252 14.12332 0.00787 
 2454416.684611 14.10872 0.00767 
 2454416.689971 14.12532 0.00767 
 2454416.695330 14.11131 0.00766 
 2454416.697426 14.11897 0.00744 
 2454416.701954 14.10945 0.00742 
 2454416.706464 14.12373 0.00721 
 2454416.710982 14.12983 0.00731 
 2454416.715494 14.13804 0.00719 
 2454416.720008 14.11964 0.00706 
 2454416.724522 14.11252 0.00711 
 2454416.729036 14.13855 0.00686 
 2454416.733550 14.11677 0.00714 
 2454416.738056 14.12965 0.00695 
 2454416.742576 14.11943 0.00700 
 2454416.747083 14.10947 0.00684 
 2454417.653917 14.10808 0.00847 
 2454417.658428 14.11718 0.00856 
 2454417.662942 14.12569 0.00868 
 2454417.667456 14.11792 0.00856 
 2454417.672818 14.11772 0.00839 
 2454417.678171 14.11522 0.00835 
 2454417.680275 14.11611 0.00822 
 2454417.684791 14.11507 0.00844 
 2454417.689306 14.11313 0.00808 
 2454417.693822 14.12173 0.00805 
 2454417.711877 14.11203 0.00793 
 2454417.716389 14.11628 0.00780 
 2454417.720903 14.11221 0.00764 
 2454417.725416 14.12906 0.00775 
 2454417.729928 14.10622 0.00772 
 2454417.734442 14.12637 0.00770 
 2454417.738956 14.11785 0.00746 
 2454417.743469 14.12556 0.00800 
 2454418.647823 14.11053 0.00841 
 2454418.652345 14.12998 0.00828 
 2454418.656854 14.13044 0.00831 
 2454418.661372 14.11653 0.00816 
 2454418.666733 14.11283 0.00788 
 2454418.672093 14.11923 0.00809 
 2454418.677452 14.12885 0.00802 
 2454418.679553 14.11754 0.00782 
 2454418.684066 14.12467 0.00833 
 2454418.688580 14.12956 0.00778 
 2454418.693089 14.12132 0.00776 
 2454418.697608 14.11920 0.00793 
 2454418.702112 14.11241 0.00747 
 2454418.706636 14.12112 0.00764 
 2454418.711150 14.12264 0.00742 
 2454418.715663 14.12205 0.00758 
 2454418.720177 14.11924 0.00771 
 2454418.724689 14.11961 0.00714 
 2454418.729203 14.11117 0.00763 
 2454418.733712 14.12579 0.00770 
 2454418.738230 14.11503 0.00715 
 2454418.742738 14.10845 0.00755 
 2454419.648935 14.11637 0.00834 
 2454419.653452 14.11872 0.00818 
 2454419.657965 14.11841 0.00801 
 2454419.662477 14.11900 0.00814 
 2454419.667836 14.12015 0.00771 
 2454419.673196 14.11161 0.00769 
 2454419.675297 14.11709 0.00766 
 2454419.679812 14.10371 0.00751 
 2454419.684327 14.12080 0.00736 
 2454419.688841 14.11513 0.00755 
 2454419.693355 14.12192 0.00755 
 2454419.697869 14.10573 0.00731 
 2454419.702383 14.11986 0.00735 
 2454419.706897 14.12819 0.00710 
 2454419.711410 14.11869 0.00707 
 2454419.715923 14.10973 0.00708 
 2454419.720436 14.12348 0.00673 
 2454419.724950 14.12358 0.00724 
 2454419.729464 14.12423 0.00675 
 2454419.733977 14.11318 0.00673 
 2454419.738491 14.11804 0.00707 
 2454421.643832 14.11745 0.00979 
 2454421.652857 14.12974 0.01000 
 2454421.662734 14.12064 0.00906 
 2454421.668091 14.12366 0.00886 
 2454421.670194 14.11782 0.00898 
 2454421.674709 14.14869 0.00883 
 2454421.679223 14.11704 0.00872 
 2454421.683738 14.12148 0.00854 
 2454421.688251 14.11959 0.00872 
 2454421.692764 14.12276 0.00861 
 2454421.697278 14.11994 0.00859 
 2454421.701791 14.12463 0.00872 
 2454421.706303 14.12915 0.00857 
 2454421.710817 14.12006 0.00845 
 2454421.715329 14.12350 0.00788 
 2454421.719837 14.11437 0.00875 
 2454421.724356 14.11994 0.00823 
 2454421.728870 14.11340 0.00813 
 2454421.733385 14.12241 0.00850 
 2454422.640614 14.11913 0.00931 
 2454422.642720 14.11371 0.00944 
 2454422.644826 14.11323 0.00979 
 2454422.646932 14.10851 0.00934 
 2454422.649037 14.12394 0.00966 
 2454422.651143 14.11738 0.00872 
 2454422.653247 14.10546 0.00889 
 2454422.655350 14.11713 0.00907 
 2454422.657456 14.12145 0.00944 
 2454422.659564 14.12142 0.00959 
 2454422.661672 14.10751 0.00872 
 2454422.663776 14.12427 0.00906 
 2454422.665883 14.12261 0.00930 
 2454422.667989 14.10996 0.00907 
 2454422.672514 14.13174 0.00894 
 2454422.677028 14.10700 0.00878 
 2454422.681535 14.10998 0.00881 
 2454422.686057 14.12208 0.00890 
 2454422.690563 14.12087 0.00847 
 2454422.695083 14.11968 0.00863 
 2454422.699590 14.12129 0.00840 
 2454422.704111 14.11947 0.00847 
 2454422.708621 14.12381 0.00877 
 2454422.713137 14.11660 0.00809 
 2454422.717648 14.12092 0.00839 
 2454422.722164 14.12375 0.00861 
 2454422.726667 14.12986 0.00823 
 2454422.731189 14.11316 0.00852 
 2454432.586106 14.12894 0.01185 
 2454433.586092 14.13225 0.01012 
 2454433.595237 14.13268 0.00895 
 2454433.599816 14.10511 0.00910 
 2454433.604394 14.10934 0.00833 
 2454433.608980 14.10475 0.00851 
 2454433.613545 14.11689 0.00955 
 2454433.618113 14.11964 0.00889 
 2454433.622713 14.13779 0.00832 
 2454433.628139 14.11933 0.00860 
 2454433.633561 14.12061 0.00822 
 2454433.638920 14.11836 0.00824 
 2454433.641026 14.10993 0.00801 
 2454433.645542 14.11726 0.00796 
 2454433.650056 14.11773 0.00807 
 2454433.654570 14.11823 0.00794 
 2454433.659085 14.11908 0.00786 
 2454433.663590 14.12198 0.00766 
 2454433.668111 14.12401 0.00774 
 2454437.581435 14.12463 0.00847 
 2454437.585947 14.11845 0.00807 
 2454437.590459 14.12032 0.00815 
 2454437.594973 14.10400 0.00782 
 2454437.599486 14.12009 0.00796 
 2454437.603992 14.11656 0.00793 
 2454437.608512 14.11770 0.00778 
 2454437.618388 14.12587 0.00792 
 2454437.623747 14.11976 0.00763 
 2454437.629105 14.12064 0.00741 
 2454437.631207 14.12022 0.00759 
 2454437.635723 14.12552 0.00742 
 2454437.640235 14.11880 0.00739 
 2454437.644751 14.11347 0.00735 
 2454437.649263 14.10940 0.00724 
 2454437.653775 14.10973 0.00740 
 2454437.658291 14.11125 0.00742 
 2454437.662803 14.11085 0.00712 
 2454437.667317 14.11639 0.00747 
 2454437.671830 14.11361 0.00726 
 2454437.676344 14.12607 0.00754 
 2454437.680857 14.11412 0.00695 
 2454437.685368 14.12720 0.00743 
 2454437.689883 14.11218 0.00732 
 2454438.581519 14.13631 0.00782 
 2454438.586105 14.12626 0.00803 
 2454438.590673 14.11289 0.00794 
 2454438.595258 14.11503 0.00799 
 2454438.599811 14.11771 0.00786 
 2454438.604400 14.10408 0.00760 
 2454438.608958 14.11755 0.00775 
 2454438.614392 14.11715 0.00774 
 2454438.619810 14.12427 0.00774 
 2454438.625221 14.11860 0.00770 
 2454438.627363 14.10678 0.00765 
 2454438.631942 14.11439 0.00746 
 2454438.636487 14.11242 0.00768 
 2454438.641065 14.11695 0.00780 
 2454438.645619 14.12546 0.00772 
 2454438.650203 14.12378 0.00776 
 2454438.654749 14.11184 0.00742 
 2454438.659362 14.11619 0.00731 
 2454438.663941 14.12913 0.00783 
 2454438.668509 14.11914 0.00772 
 2454438.673086 14.13449 0.00789 
 2454438.677615 14.11445 0.00725 
 2454438.682191 14.12924 0.00775 
 2454438.686731 14.12298 0.00774 
 2454439.581532 14.11061 0.00759 
 2454439.586129 14.11639 0.00746 
 2454439.590727 14.12535 0.00771 
 2454439.595322 14.10681 0.00759 
 2454439.599914 14.12334 0.00750 
 2454439.604524 14.11766 0.00771 
 2454439.609959 14.11659 0.00765 
 2454439.615394 14.12223 0.00761 
 2454439.620843 14.11972 0.00763 
 2454439.626310 14.12933 0.00758 
 2454439.628468 14.12065 0.00757 
 2454439.633039 14.11893 0.00730 
 2454439.637612 14.12419 0.00742 
 2454439.642183 14.11354 0.00753 
 2454439.646789 14.13291 0.00708 
 2454439.651394 14.12082 0.00757 
 2454439.655992 14.11662 0.00746 
 2454439.660585 14.11796 0.00707 
 2454439.665174 14.12086 0.00747 
 2454439.669734 14.11822 0.00747 
 2454439.674297 14.12421 0.00702 
 2454439.678874 14.12175 0.00739 
 2454439.683449 14.12024 0.00729 
 2454447.588366 14.12404 0.00785 
 2454447.593799 14.13519 0.00772 
 2454447.599221 14.13179 0.00772 
 2454447.604646 14.10348 0.00788 
 2454447.606786 14.11304 0.00739 
 2454447.611372 14.11827 0.00766 
 2454447.615960 14.11025 0.00781 
 2454447.620541 14.11712 0.00774 
 2454447.625136 14.12022 0.00766 
 2454447.629720 14.10830 0.00751 
 2454447.634276 14.11372 0.00718 
 2454447.638864 14.12555 0.00758 
 2454447.643449 14.12092 0.00765 
 2454447.648031 14.11318 0.00754 
 2454447.652610 14.11035 0.00717 
 2454447.657195 14.12759 0.00738 
 2454447.661774 14.12490 0.00743 
 2454448.588387 14.11184 0.00790 
 2454448.593827 14.12819 0.00798 
 2454448.610618 14.11879 0.01168 
 2454448.615216 14.11827 0.00828 
 2454448.619823 14.11589 0.00777 
 2454448.624424 14.12229 0.00756 
 2454448.629011 14.10644 0.00787 
 2454448.633629 14.11611 0.00785 
 2454448.638254 14.12342 0.00753 
 2454448.642835 14.12830 0.00770 
 2454448.647416 14.11258 0.00756 
 2454448.652013 14.12700 0.00803 
 2454448.656617 14.11400 0.00737 
 2454448.661224 14.12690 0.00771 
 2454449.581712 14.10581 0.00874 
 2454449.583856 14.11919 0.00852 
 2454449.586000 14.11215 0.00834 
 2454449.588151 14.12448 0.00840 
 2454449.590296 14.09514 0.00833 
 2454449.592434 14.11737 0.00793 
 2454449.594576 14.13766 0.00841 
 2454449.596718 14.13470 0.00802 
 2454449.601316 14.10682 0.00811 
 2454449.605899 14.13087 0.00805 
 2454449.610494 14.12830 0.00804 
 2454449.615097 14.11143 0.00795 
 2454449.619685 14.12389 0.00771 
 2454449.624285 14.12388 0.00771 
 2454449.628880 14.12455 0.00786 
 2454449.633510 14.12125 0.00790 
 2454449.638100 14.11389 0.00799 
 2454449.642679 14.12690 0.00771 
 2454449.647253 14.13208 0.00767 
 2454449.651848 14.11490 0.00809 
 2454449.656450 14.11422 0.00785 
 2454450.581692 14.10935 0.00840 
 2454450.583794 14.12559 0.00846 
 2454450.585952 14.11646 0.00869 
 2454450.588094 14.11745 0.00842 
 2454450.590227 14.12210 0.00826 
 2454450.592368 14.11139 0.00834 
 2454450.594501 14.11678 0.00818 
 2454450.599075 14.12133 0.00822 
 2454450.603648 14.12826 0.00850 
 2454450.608211 14.13033 0.00842 
 2454450.612804 14.12095 0.00832 
 2454450.617376 14.11031 0.00811 
 2454450.621961 14.12147 0.00796 
 2454450.626522 14.11884 0.00821 
 2454450.631095 14.12064 0.00814 
 2454450.635682 14.11226 0.00812 
 2454450.640250 14.13336 0.00770 
 2454450.644808 14.10285 0.00812 
 2454450.649356 14.12793 0.00817 
 2454450.653951 14.10216 0.00804 
 2454460.581923 14.12024 0.00819 
 2454460.584027 14.11486 0.00795 
 2454460.588542 14.11310 0.00817 
 2454460.593047 14.12494 0.00822 
 2454460.597569 14.13816 0.00891 
 2454460.602074 14.11911 0.00834 
 2454460.606596 14.12420 0.00962 
 2454460.611103 14.11666 0.00957 
 2454460.615622 14.11920 0.01062 
 2454460.620137 14.13508 0.01044 
 2454460.624650 14.12457 0.01049 
 2454461.582622 14.11280 0.00825 
 2454461.584731 14.10791 0.00829 
 2454461.589241 14.11705 0.00802 
 2454461.593748 14.11306 0.00837 
 2454461.598270 14.11258 0.00805 
 2454461.602777 14.12307 0.00798 
 2454461.607301 14.12795 0.00799 
 2454461.611807 14.12846 0.00814 
 2454461.616329 14.12656 0.00771 
 2454461.620835 14.12754 0.00775 
 2454461.625357 14.12043 0.00805 
 2454462.583317 14.11819 0.00797 
 2454462.585423 14.11866 0.00741 
 2454462.589940 14.12451 0.00852 
 2454462.594456 14.10746 0.00706 
 2454462.598968 14.12915 0.00827 
 2454462.603475 14.12992 0.00853 
 2454462.607996 14.12461 0.00830 
 2454462.612500 14.11609 0.00845 
 2454462.617022 14.12081 0.00830 
 2454462.621535 14.13565 0.00799 
 2454463.583313 14.12238 0.00791 
 2454463.585415 14.10154 0.00866 
 2454463.589930 14.11271 0.00723 
 2454463.594443 14.12241 0.00808 
 2454463.598955 14.12006 0.00762 
 2454463.603467 14.11596 0.00795 
 2454463.607982 14.11026 0.00746 
 2454463.612495 14.11479 0.00789 
 2454463.617008 14.11297 0.00720 
 2454464.590700 14.12119 0.00899 
 2454464.595213 14.11374 0.00910 
 2454464.599727 14.12255 0.00862 
 2454464.604242 14.12032 0.00775 
 2454464.608754 14.11773 0.00810 
 2454464.613268 14.10872 0.00718 
 2454464.617779 14.12313 0.00831 
 2454465.584018 14.11528 0.00746 
 2454465.586173 14.11393 0.00768 
 2454465.590687 14.11513 0.00728 
 2454465.595201 14.10498 0.00779 
 2454465.599714 14.11032 0.00770 
 2454465.604226 14.11391 0.00732 
 2454465.608740 14.12021 0.00760 
 2454465.613254 14.11276 0.00753 
 2454731.715653 14.11691 0.00962 
 2454731.740473 14.10954 0.00803 
 2454731.752882 14.10234 0.00843 
 2454731.762949 14.11443 0.00853 
 2454731.783089 14.12641 0.00914 
 2454731.803241 14.11624 0.00892 
 2454731.811065 14.11521 0.00880 
 2454731.818883 14.12489 0.00865 
 2454731.829045 14.11816 0.00898 
 2454731.839203 14.12719 0.00880 
 2454731.849361 14.10871 0.00863 
 2454731.859517 14.12670 0.00883 
 2454731.869674 14.10639 0.00842 
 2454732.708650 14.10801 0.00822 
 2454732.723394 14.13063 0.00830 
 2454732.735809 14.12681 0.00784 
 2454732.748218 14.12695 0.00746 
 2454732.760626 14.12263 0.00725 
 2454732.770684 14.11999 0.00724 
 2454732.780751 14.13070 0.00731 
 2454732.790832 14.11623 0.00775 
 2454732.800896 14.11440 0.00711 
 2454732.808721 14.12577 0.00719 
 2454732.816537 14.12483 0.00727 
 2454732.826705 14.12692 0.00765 
 2454732.836865 14.12374 0.00750 
 2454732.847024 14.13034 0.00735 
 2454732.857180 14.10978 0.00756 
 2454732.867338 14.12294 0.00752 
 2454733.721126 14.11685 0.00874 
 2454733.733544 14.12208 0.00887 
 2454733.745963 14.12095 0.00825 
 2454733.758383 14.10655 0.00786 
