KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,Time err1,Time err2,Period err1,Period err2,Depth err1,Depth err2,Duration err1,Duration err2,Impact Parameter err1,Impact Parameter err2,r/R err1,r/R err2,a/R err1,a/R err2,Planet Radius err1,Planet Radius err2,Teff err1,Teff err2,log(g) err1,log(g) err2,Metallicity err1,Metallicity err2,Stellar Radius err1,Stellar Radius err2,Stellar Mass err2,Stellar Mass err1,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density err1,Fitted Stellar Density err2
K02555.01,CONFIRMED,Kepler-1276 b,12.572289699999999,143.0663,2454976.066,0.252,4.765,86.5,0.009000000000000001,0.9142600000000001,1.09,0.107,89.27,886.0,145.82,19.69,0.35100000000000003,0.289,0.0,0.0,6084.0,4.319,-0.06,1.169,1.037,4.9830000000000005,16.727999999999998,12.4,1,107,0.013000000000000001,-0.013000000000000001,0.000195,-0.000195,8.3,-8.3,0.304,-0.304,0.19899999999999998,-0.252,0.000516,-0.000449,5.7,-5.7,0.19,-0.13,122.0,-134.0,0.10300000000000001,-0.115,0.15,-0.15,0.195,-0.142,-0.064,0.096,69.11,-42.87,0.26639,-0.35604
K04008.01,FALSE POSITIVE,,70.7511986,175.37157,2455008.372,1.24,6.1979999999999995,858.1,0.271,0.0543,27.74,0.311,87.08,441.0,8.970000000000002,24.3,0.35600000000000004,0.28600000000000003,0.0,0.0,5771.0,4.4,-0.46,0.9359999999999999,0.802,8.226,18.262,24.1,1,21,0.006999999999999999,-0.006999999999999999,0.0005781,-0.0005781,42.5,-42.5,0.307,-0.307,8.087,-0.268,8.074,-0.262,11.6,-11.6,7.4,-4.95,173.0,-173.0,0.153,-0.187,0.3,-0.3,0.25,-0.16699999999999998,-0.055,0.11800000000000001,7.25,-3.61,0.54573,-0.01314
K00408.01,CONFIRMED,Kepler-150 c,7.381980206000001,173.07265900000002,2455006.0730000003,0.096,3.1152,1433.8,0.034,2.25264,3.42,0.07200000000000001,89.71,876.0,138.88,18.652,0.45299999999999996,0.233,0.0,0.0,5559.0,4.47,-0.02,0.914,0.899,11.168,87.59299999999999,101.6,5,181,0.0007599999999999999,-0.0007599999999999999,7.158e-06,-7.158e-06,15.3,-15.3,0.028999999999999998,-0.028999999999999998,0.28300000000000003,-0.096,0.000668,-0.00028900000000000003,0.42200000000000004,-0.42200000000000004,0.41,-0.27,110.0,-110.0,0.068,-0.102,0.15,-0.15,0.11,-0.07,-0.05,0.061,49.66,-29.55,0.050910000000000004,-0.5471
K00408.02,CONFIRMED,Kepler-150 d,12.56096618,166.79483000000002,2454999.795,0.022000000000000002,3.7647,923.1,0.027000000000000003,2.1534400000000002,2.74,0.102,89.95,734.0,68.49,26.188000000000002,0.45299999999999996,0.233,0.0,0.0,5559.0,4.47,-0.02,0.914,0.899,8.828,44.641000000000005,55.1,5,100,0.002,-0.002,2.653e-05,-2.653e-05,18.1,-18.1,0.061,-0.061,0.43700000000000006,-0.022000000000000002,0.000868,-0.00047999999999999996,0.10400000000000001,-0.10400000000000001,0.33,-0.21,110.0,-110.0,0.068,-0.102,0.15,-0.15,0.11,-0.07,-0.05,0.061,24.49,-14.58,0.008529999999999998,-0.88474
K00408.03,CONFIRMED,Kepler-150 e,30.8261043,153.01503,2454986.015,0.943,5.914,742.2,0.032,0.09259,3.18,0.18600000000000003,86.76,544.0,20.68,16.69,0.45299999999999996,0.233,0.0,0.0,5559.0,4.47,-0.02,0.914,0.899,6.796,25.829,32.3,5,41,0.006,-0.006,0.0002079,-0.0002079,25.2,-25.2,0.262,-0.262,0.003,-0.654,0.000424,-0.006999999999999999,8.3,-8.3,0.38,-0.24,110.0,-110.0,0.068,-0.102,0.15,-0.15,0.11,-0.07,-0.05,0.061,7.4,-4.4,1.8358900000000002,-0.00586
K00408.04,CONFIRMED,Kepler-150 b,3.42806306,132.36268,2454965.363,0.08199999999999999,2.417,178.4,0.012,2.11056,1.21,0.043,89.57,1131.0,386.14,10.94,0.45299999999999996,0.233,0.0,0.0,5559.0,4.47,-0.02,0.914,0.899,3.821,15.835,16.6,5,347,0.005,-0.005,1.99e-05,-1.99e-05,12.6,-12.6,0.14400000000000002,-0.14400000000000002,0.377,-0.08199999999999999,0.0006450000000000001,-0.000489,1.1,-1.1,0.14,-0.1,110.0,-110.0,0.068,-0.102,0.15,-0.15,0.11,-0.07,-0.05,0.061,138.06,-82.18000000000002,0.21935,-0.94819
K00408.05,FALSE POSITIVE,,93.80376600000001,170.55916000000002,2455003.559,0.63,2.946,460.1,0.021,15.99131,2.05,0.39,89.81,375.0,4.69,195.2,0.45299999999999996,0.233,0.0,0.0,5559.0,4.47,-0.02,0.914,0.899,3.86,7.902,8.6,5,12,0.009000000000000001,-0.009000000000000001,0.001,-0.001,58.1,-58.1,0.28600000000000003,-0.28600000000000003,0.325,-0.41100000000000003,0.00011599999999999999,-0.003,74.1,-74.1,0.25,-0.16,110.0,-110.0,0.068,-0.102,0.15,-0.15,0.11,-0.07,-0.05,0.061,1.68,-1.0,24.29185,-2.1503099999999997
K04467.01,CANDIDATE,,2.94242323,133.86084,2454966.861,0.447,1.5190000000000001,293.3,0.016,5.4021,1.42,0.039,88.11,1098.0,344.64,13.52,0.45299999999999996,0.233,0.0,0.0,5436.0,4.573,0.0,0.8190000000000001,0.919,2.908,11.34,14.7,1,383,0.004,-0.004,1.463e-05,-1.463e-05,25.4,-25.4,0.136,-0.136,0.011000000000000001,-0.447,0.000637,-0.001,3.6,-3.6,0.31,-0.13,187.0,-187.0,0.036000000000000004,-0.14400000000000002,0.25,-0.3,0.18100000000000002,-0.073,-0.10800000000000001,0.07200000000000001,243.6,-96.06,2.83976,-2.64689
K06568.01,CANDIDATE,,6.27651592,136.18032,2454969.18,0.172,1.973,166.0,0.012,6.83608,0.65,0.054000000000000006,89.59,532.0,18.89,24.24,0.46399999999999997,0.259,0.0,0.0,3914.0,4.748,-0.2,0.515,0.5429999999999999,2.65,7.638999999999999,8.9,1,212,0.008,-0.008,5.872e-05,-5.872e-05,22.9,-22.9,0.20199999999999999,-0.20199999999999999,0.281,-0.172,0.001,-0.000837,7.1,-7.1,0.07,-0.06,97.0,-107.0,0.05,-0.05,0.25,-0.3,0.054000000000000006,-0.054000000000000006,-0.061,0.046,6.55,-5.34,2.01468,-4.12403
K00644.01,FALSE POSITIVE,,45.977861823000005,240.59760899999998,2455073.598,0.36700000000000005,7.4493,23886.1,0.14300000000000002,1.18935,17.09,0.24100000000000002,89.59,541.0,20.32,51.033,0.386,0.271,0.0,0.0,5761.0,4.306,-0.2,1.0959999999999999,0.885,443.089,1945.279,1283.6,1,30,0.000113,-0.000113,7.327e-06,-7.327e-06,22.5,-22.5,0.011000000000000001,-0.011000000000000001,0.01,-0.012,0.000138,-0.00021400000000000002,0.675,-0.675,2.65,-2.65,77.0,-77.0,0.156,-0.11699999999999999,0.15,-0.15,0.17,-0.17,-0.049,0.068,8.27,-6.57,0.01573,-0.018580000000000003
K01674.01,FALSE POSITIVE,,2.17257963,133.00429,2454966.004,1.107,1.5794,335.5,0.128,0.06573,13.55,0.03,64.18,1518.0,1254.52,2.54,0.299,0.306,0.0,0.0,6038.0,4.34,-0.94,0.971,0.753,10.999,27.503,27.1,1,612,0.001,-0.001,7.969e-06,-7.969e-06,15.6,-15.6,0.08800000000000001,-0.08800000000000001,18.01,-0.102,17.991,-0.092,1.3,-1.3,3.58,-2.91,180.0,-180.0,0.225,-0.184,0.3,-0.3,0.256,-0.209,-0.037000000000000005,0.09300000000000001,998.46,-570.02,35.17434,-0.023880000000000002
K02219.01,CANDIDATE,,3.757294695,133.95965,2454966.96,0.586,0.9269,273.3,0.016,22.783079999999998,1.23,0.043,88.7,877.0,139.89,25.7,0.568,0.153,0.0,0.0,4901.0,4.618,0.04,0.716,0.807,3.98,18.973,23.4,1,359,0.001,-0.001,6.7289999999999994e-06,-6.7289999999999994e-06,16.7,-16.7,0.066,-0.066,0.36200000000000004,-0.37200000000000005,0.000156,-0.001,10.2,-10.2,0.1,-0.03,78.0,-78.0,0.012,-0.054000000000000006,0.15,-0.15,0.054000000000000006,-0.021,-0.055999999999999994,0.027999999999999997,32.45,-16.28,27.22718,-1.8485200000000002
K00188.01,CONFIRMED,Kepler-425 b,3.7970182589999997,133.508776,2454966.509,0.321,2.2608,14431.2,0.109,3.3259,10.07,0.046,88.65,982.0,219.64,13.635,0.526,0.18600000000000003,0.0,0.0,5167.0,4.527,0.24,0.848,0.883,140.054,1567.476,1549.0,1,356,4.09e-05,-4.09e-05,1.87e-07,-1.87e-07,11.6,-11.6,0.009000000000000001,-0.009000000000000001,0.036000000000000004,-0.07200000000000001,0.000367,-0.0007639999999999999,0.9,-0.9,0.75,-0.47,82.0,-82.0,0.04,-0.06,0.15,-0.15,0.063,-0.04,-0.044000000000000004,0.036000000000000004,50.33,-32.59,0.21961999999999998,-0.13721
K00829.01,CONFIRMED,Kepler-53 b,18.64932728,174.771,2455007.7709999997,0.08,4.4056,893.6,0.027000000000000003,1.97596,3.12,0.139,89.86,701.0,57.13,33.12,0.419,0.256,0.0,0.0,5775.0,4.405,0.16,1.053,1.026,7.871,36.0,46.1,3,71,0.002,-0.002,5.202e-05,-5.202e-05,20.9,-20.9,0.069,-0.069,0.32899999999999996,-0.08,0.000733,-0.000426,2.3,-2.3,0.47,-0.28,78.0,-78.0,0.066,-0.12300000000000001,0.15,-0.15,0.161,-0.094,-0.062,0.062,22.99,-12.26,0.13529000000000002,-0.49575
K00829.02,CONFIRMED,Kepler-53 d,9.75192101,138.78608,2454971.786,0.9490000000000001,4.793,418.0,0.024,0.044000000000000004,2.76,0.09,80.97,870.0,135.66,6.05,0.419,0.256,0.0,0.0,5775.0,4.405,0.16,1.053,1.026,4.487,24.259,28.5,3,132,0.004,-0.004,4.829e-05,-4.829e-05,16.2,-16.2,0.18100000000000002,-0.18100000000000002,0.027999999999999997,-0.6729999999999999,0.000898,-0.005,3.0,-3.0,0.43,-0.24,78.0,-78.0,0.066,-0.12300000000000001,0.15,-0.15,0.161,-0.094,-0.062,0.062,54.6,-29.09,1.05774,-0.03392
K00829.03,CONFIRMED,Kepler-53 c,38.557654600000006,163.85063,2454996.851,0.9109999999999999,5.794,993.0,0.035,0.19755999999999999,4.02,0.226,87.91,550.0,21.71,24.9,0.419,0.256,0.0,0.0,5775.0,4.405,0.16,1.053,1.026,7.553,32.641,39.7,3,37,0.004,-0.004,0.00017649999999999998,-0.00017649999999999998,26.8,-26.8,0.19899999999999998,-0.19899999999999998,0.025,-0.6629999999999999,0.003,-0.006,12.4,-12.4,0.62,-0.36,78.0,-78.0,0.066,-0.12300000000000001,0.15,-0.15,0.161,-0.094,-0.062,0.062,8.73,-4.66,1.8609900000000001,-0.08925
K00830.01,CONFIRMED,Kepler-428 b,3.5256325389999996,170.04799509999998,2455003.048,0.12,2.59959,22335.0,0.134,2.43681,11.58,0.043,89.41,975.0,213.12,11.699000000000002,0.517,0.191,0.0,0.0,5150.0,4.572,0.08,0.7929999999999999,0.855,162.616,2078.41,1996.7,1,382,3.33e-05,-3.33e-05,1.5e-07,-1.5e-07,13.1,-13.1,0.00079,-0.00079,0.006,-0.084,1.1e-05,-0.00028900000000000003,0.218,-0.218,0.9,-0.48,82.0,-82.0,0.02,-0.064,0.15,-0.15,0.062,-0.033,-0.049,0.035,50.79,-29.54,0.045439999999999994,-0.00047999999999999996
K06569.01,FALSE POSITIVE,,3.115304946,133.1240488,2454966.124,0.89,4.88748,149524.0,0.519,0.44297,61.66,0.043,81.61,1404.0,918.39,6.102,0.319,0.302,0.0,0.0,6367.0,4.419,-0.14,1.087,1.131,1375.144,14410.808,1398.8,1,431,6.96e-05,-6.96e-05,2.65e-07,-2.65e-07,101.0,-101.0,0.003,-0.003,0.011000000000000001,-0.011000000000000001,0.006,-0.009000000000000001,0.109,-0.109,17.81,-7.6,153.0,-192.0,0.062,-0.188,0.25,-0.3,0.314,-0.134,-0.15,0.15,759.24,-293.85,0.007889999999999998,-0.00355
K03768.01,FALSE POSITIVE,,11.35501209,133.20478,2454966.205,0.473,14.557,19675.0,0.129,0.03422,8.0,0.08199999999999999,85.59,534.0,19.29,6.156000000000001,0.574,0.155,0.0,0.0,4594.0,4.678999999999999,-0.84,0.5670000000000001,0.56,46.665,297.58299999999997,221.4,1,118,0.002,-0.002,2.156e-05,-2.156e-05,103.0,-103.0,0.132,-0.132,0.040999999999999995,-0.057999999999999996,0.0008410000000000001,-0.001,0.619,-0.619,0.64,-0.63,137.0,-151.0,0.055999999999999994,-0.027999999999999997,0.3,-0.3,0.045,-0.045,-0.027000000000000003,0.05,5.99,-4.98,0.00344,-0.00253
K01675.01,CANDIDATE,,14.62399621,144.45526999999998,2454977.455,1.209,2.193,1082.0,0.24600000000000002,0.32600999999999997,21.92,0.113,85.51,681.0,50.91,15.45,0.373,0.27899999999999997,0.0,0.0,5753.0,4.57,-0.3,0.815,0.907,4.4430000000000005,20.085,25.0,1,92,0.002,-0.002,3.962e-05,-3.962e-05,53.7,-53.7,0.134,-0.134,68.34,-0.055999999999999994,68.331,-0.054000000000000006,7.7,-7.7,5.02,-2.02,155.0,-172.0,0.038,-0.152,0.3,-0.3,0.187,-0.075,-0.11,0.09,34.67,-13.74,209.11935,-0.15748
K03289.01,FALSE POSITIVE,,29.804269399999995,150.6786,2454983.679,1.237,3.1069999999999998,1046.5,0.27399999999999997,0.23739000000000002,24.73,0.172,86.83,505.0,15.34,22.3,0.49700000000000005,0.204,0.0,0.0,5223.0,4.488,-0.14,0.8270000000000001,0.767,6.297999999999999,15.679,17.9,1,39,0.006,-0.006,0.0001978,-0.0001978,69.7,-69.7,0.21899999999999997,-0.21899999999999997,85.54,-7.731,85.53200000000001,-7.7170000000000005,11.2,-11.2,3.26,-2.93,203.0,-166.0,0.1,-0.1,0.3,-0.3,0.109,-0.098,-0.06,0.11199999999999999,7.55,-4.86,111.10713,-1.5096399999999999
K00248.01,CONFIRMED,Kepler-49 b,7.203855862,170.285731,2455003.286,0.037000000000000005,2.5418,1765.9,0.038,4.13698,2.25,0.059000000000000004,89.9,509.0,15.87,22.473000000000003,0.42200000000000004,0.304,0.0,0.0,3834.0,4.708,-0.02,0.539,0.541,11.845999999999998,82.678,101.1,4,186,0.0006519999999999999,-0.0006519999999999999,5.9210000000000006e-06,-5.9210000000000006e-06,19.2,-19.2,0.023,-0.023,0.259,-0.037000000000000005,0.000503,-0.000231,0.5820000000000001,-0.5820000000000001,0.13,-0.17,77.0,-84.0,0.045,-0.021,0.15,-0.15,0.03,-0.040999999999999995,-0.037000000000000005,0.037000000000000005,3.28,-3.47,0.10712,-0.61285
K00248.02,CONFIRMED,Kepler-49 c,10.91274065,169.85246999999998,2455002.852,0.685,2.1801,1387.2,0.036000000000000004,4.17699,2.13,0.079,88.68,443.0,9.12,29.7,0.42200000000000004,0.304,0.0,0.0,3834.0,4.708,-0.02,0.539,0.541,7.449,42.688,57.4,4,111,0.001,-0.001,1.465e-05,-1.465e-05,26.5,-26.5,0.044000000000000004,-0.044000000000000004,0.192,-0.45899999999999996,0.003,-0.002,13.1,-13.1,0.12,-0.16,77.0,-84.0,0.045,-0.021,0.15,-0.15,0.03,-0.040999999999999995,-0.037000000000000005,0.037000000000000005,1.88,-2.0,5.51141,-0.32659
K00248.03,CONFIRMED,Kepler-49 d,2.576571021,172.126911,2455005.127,0.187,1.5997,852.8,0.027000000000000003,5.48224,1.57,0.03,89.14,717.0,62.42,12.44,0.42200000000000004,0.304,0.0,0.0,3834.0,4.708,-0.02,0.539,0.541,10.211,48.263999999999996,63.6,4,499,0.000617,-0.000617,1.951e-06,-1.951e-06,14.6,-14.6,0.019,-0.019,0.096,-0.187,0.000323,-0.000333,1.2,-1.2,0.09,-0.12,77.0,-84.0,0.045,-0.021,0.15,-0.15,0.03,-0.040999999999999995,-0.037000000000000005,0.037000000000000005,12.91,-13.65,0.52945,-0.48083000000000004
K00248.04,CONFIRMED,Kepler-49 e,18.59611518,141.26331000000002,2454974.2630000003,0.013999999999999999,2.3052,813.8,0.026000000000000002,13.825579999999999,1.53,0.11199999999999999,89.99,371.0,4.48,63.23,0.42200000000000004,0.304,0.0,0.0,3834.0,4.708,-0.02,0.539,0.541,6.3870000000000005,20.641,27.6,4,61,0.002,-0.002,4.871e-05,-4.871e-05,31.5,-31.5,0.06,-0.06,0.387,-0.013999999999999999,0.0008960000000000001,-0.000537,4.7,-4.7,0.08,-0.12,77.0,-84.0,0.045,-0.021,0.15,-0.15,0.03,-0.040999999999999995,-0.037000000000000005,0.037000000000000005,0.92,-0.98,1.02952,-4.24196
K02690.01,CANDIDATE,,3.6069403789999996,134.77442,2454967.774,0.857,1.0418,432.3,0.022000000000000002,4.6891300000000005,2.04,0.045,86.68,1046.0,283.23,14.77,0.46,0.22899999999999998,0.0,0.0,5508.0,4.569,0.07,0.84,0.955,9.37,45.816,20.8,1,298,0.002,-0.002,7.245e-06,-7.245e-06,27.2,-27.2,0.066,-0.066,0.06,-0.5760000000000001,0.003,-0.003,7.4,-7.4,0.26,-0.07,99.0,-110.0,0.012,-0.10800000000000001,0.15,-0.15,0.107,-0.027000000000000003,-0.067,0.045,103.34,-38.48,27.997090000000004,-3.8192800000000005
K00831.01,FALSE POSITIVE,,3.9043425000000003,173.393734,2455006.394,0.7090000000000001,3.8310000000000004,16228.4,0.125,0.39988,12.28,0.048,84.06,1104.0,351.05,6.856,0.39299999999999996,0.268,0.0,0.0,5810.0,4.526,-0.06,0.898,0.9890000000000001,110.28,1224.316,323.4,1,275,0.000266,-0.000266,1.339e-06,-1.339e-06,62.1,-62.1,0.027000000000000003,-0.027000000000000003,0.011000000000000001,-0.015,0.000442,-0.0009289999999999999,0.384,-0.384,3.56,-1.19,157.0,-175.0,0.05,-0.2,0.25,-0.3,0.26,-0.087,-0.11599999999999999,0.11599999999999999,298.42,-97.69,0.022369999999999998,-0.019780000000000002
K01557.01,CONFIRMED,Kepler-304 b,3.295701024,133.96633300000002,2454966.966,0.267,1.8268,1745.7,0.037000000000000005,4.60524,2.81,0.039,88.89,875.0,138.38,13.83,0.627,0.10800000000000001,0.0,0.0,4723.0,4.628,0.02,0.691,0.76,13.647,119.198,114.7,4,327,0.00045999999999999996,-0.00045999999999999996,1.921e-06,-1.921e-06,17.3,-17.3,0.026000000000000002,-0.026000000000000002,0.215,-0.267,0.001,-0.001,1.7,-1.7,0.2,-0.1,94.0,-94.0,0.012,-0.045,0.15,-0.15,0.049,-0.025,-0.047,0.031,33.33,-19.77,0.55234,-1.49223
K01557.02,CONFIRMED,Kepler-304 d,9.65349016,134.85555,2454967.856,0.149,2.9029,1308.6,0.032,3.54622,2.41,0.08,89.67,611.0,32.98,25.95,0.627,0.10800000000000001,0.0,0.0,4723.0,4.628,0.02,0.691,0.76,9.721,57.265,63.1,4,104,0.001,-0.001,1.43e-05,-1.43e-05,22.4,-22.4,0.044000000000000004,-0.044000000000000004,0.305,-0.149,0.001,-0.00056,2.2,-2.2,0.17,-0.09,94.0,-94.0,0.012,-0.045,0.15,-0.15,0.049,-0.025,-0.047,0.031,7.94,-4.71,0.2983,-1.00346
K01557.03,CONFIRMED,Kepler-304 c,5.315954488,132.43001999999998,2454965.43,0.718,1.1165,965.9,0.031,13.08182,2.33,0.054000000000000006,88.47,746.0,73.19,26.9,0.627,0.10800000000000001,0.0,0.0,4723.0,4.628,0.02,0.691,0.76,6.3260000000000005,33.974000000000004,37.7,4,181,0.001,-0.001,6.638e-06,-6.638e-06,31.7,-31.7,0.038,-0.038,0.052000000000000005,-0.496,0.004,-0.003,11.5,-11.5,0.17,-0.08,94.0,-94.0,0.012,-0.045,0.15,-0.15,0.049,-0.025,-0.047,0.031,17.63,-10.45,22.32948,-10.29782
K01557.04,CONFIRMED,Kepler-304 e,1.4991444409999999,133.07022,2454966.07,0.331,1.4259,258.9,0.013999999999999999,3.8849,1.09,0.023,87.54,1137.0,395.06,7.73,0.627,0.10800000000000001,0.0,0.0,4723.0,4.628,0.02,0.691,0.76,3.8169999999999997,20.581999999999997,22.2,4,629,0.002,-0.002,3.838e-06,-3.838e-06,14.0,-14.0,0.07200000000000001,-0.07200000000000001,0.127,-0.331,0.000544,-0.000755,2.9,-2.9,0.08,-0.04,94.0,-94.0,0.012,-0.045,0.15,-0.15,0.049,-0.025,-0.047,0.031,95.17,-56.43,1.44223,-1.11039
K04327.01,CONFIRMED,Kepler-1589 b,0.9916596459999999,131.53686000000002,2454964.537,0.765,2.215,77.3,0.009000000000000001,0.26834,1.19,0.021,71.48,2102.0,4614.18,2.407,0.366,0.284,0.0,0.0,6117.0,4.315,0.14,1.244,1.17,3.1510000000000002,11.122,13.5,1,1078,0.005,-0.005,7.946e-06,-7.946e-06,6.8,-6.8,0.183,-0.183,0.196,-0.531,0.002,-0.00085,0.9940000000000001,-0.9940000000000001,0.2,-0.13,73.0,-92.0,0.084,-0.126,0.15,-0.15,0.205,-0.136,-0.08900000000000001,0.081,1950.29,-1169.03,0.55391,-0.22411
K00832.01,FALSE POSITIVE,,9.286358079,171.8214689,2455004.821,0.377,3.49949,44791.4,0.196,2.67897,17.61,0.081,89.06,796.0,95.03,23.029,0.35600000000000004,0.28600000000000003,0.0,0.0,5670.0,4.523,-0.4,0.821,0.82,230.38,1748.3410000000001,1671.1,1,117,4.5e-05,-4.5e-05,5.46e-07,-5.46e-07,32.8,-32.8,0.005,-0.005,0.009000000000000001,-0.009000000000000001,0.00018600000000000002,-0.00022,0.266,-0.266,4.05,-1.87,169.0,-169.0,0.066,-0.154,0.3,-0.3,0.18899999999999997,-0.087,-0.071,0.106,66.72,-27.73,0.030930000000000003,-0.03305
K02556.01,CONFIRMED,Kepler-1277 b,40.8366307,152.87346000000002,2454985.873,0.363,4.956,264.8,0.015,2.40742,1.5,0.22399999999999998,89.65,496.0,14.3,59.6,0.45299999999999996,0.233,0.0,0.0,5529.0,4.457,0.0,0.925,0.893,4.994,15.72,18.7,1,26,0.006999999999999999,-0.006999999999999999,0.00038480000000000003,-0.00038480000000000003,16.3,-16.3,0.182,-0.182,0.10099999999999999,-0.363,0.000551,-0.00072,16.1,-16.1,0.18,-0.13,110.0,-110.0,0.076,-0.09300000000000001,0.15,-0.15,0.11,-0.083,-0.05,0.061,5.07,-3.37,0.6513399999999999,-0.78918
K05155.01,CANDIDATE,,230.180357,230.05245,2455063.0519999997,0.102,13.436,3689.3,0.055999999999999994,0.9284899999999999,7.57,0.805,89.96,347.0,3.41,137.52,0.34,0.302,0.0,0.0,6313.0,4.364,0.36,1.246,1.31,36.449,52.773999999999994,64.0,1,5,0.003,-0.003,0.001,-0.001,65.4,-65.4,0.12,-0.12,0.193,-0.102,0.000867,-0.00047699999999999994,2.7,-2.7,0.89,-0.42,75.0,-85.0,0.027000000000000003,-0.08199999999999999,0.1,-0.15,0.147,-0.069,-0.07,0.049,1.06,-0.53,0.018080000000000002,-0.16554000000000002
K00645.01,CONFIRMED,Kepler-633 b,8.50339249,170.86893999999998,2455003.869,0.825,2.9569,188.9,0.013999999999999999,0.57398,1.95,0.08199999999999999,86.36,1021.0,257.22,12.99,0.353,0.29,0.0,0.0,5877.0,4.2330000000000005,-0.04,1.265,0.997,4.535,22.346,28.5,2,120,0.002,-0.002,2.792e-05,-2.792e-05,7.4,-7.4,0.08,-0.08,0.105,-0.569,0.001,-0.002,6.3,-6.3,0.31,-0.37,105.0,-129.0,0.162,-0.10800000000000001,0.15,-0.15,0.19899999999999998,-0.243,-0.073,0.08900000000000001,112.57,-103.6,2.21789,-0.44616000000000006
K00645.02,CANDIDATE,,23.783209699999997,179.75013,2455012.75,0.01,7.939,256.5,0.015,0.41903999999999997,2.01,0.162,89.98,725.0,65.26,23.226,0.353,0.29,0.0,0.0,5877.0,4.2330000000000005,-0.04,1.265,0.997,7.494,28.804000000000002,38.3,2,45,0.004,-0.004,0.00012869999999999998,-0.00012869999999999998,7.2,-7.2,0.121,-0.121,0.43799999999999994,-0.01,0.000462,-0.000288,0.494,-0.494,0.32,-0.38,105.0,-129.0,0.162,-0.10800000000000001,0.15,-0.15,0.19899999999999998,-0.243,-0.073,0.08900000000000001,28.57,-26.28,0.00891,-0.13985999999999998
K01825.01,CONFIRMED,Kepler-964 b,13.52252364,142.17932,2454975.179,0.21600000000000003,3.987,690.6,0.024,1.8050099999999998,2.11,0.106,89.52,652.0,42.82,25.94,0.509,0.196,0.0,0.0,5338.0,4.5569999999999995,0.0,0.816,0.875,8.075,44.996,22.4,1,77,0.005,-0.005,7.447e-05,-7.447e-05,36.0,-36.0,0.141,-0.141,0.23199999999999998,-0.21600000000000003,0.001,-0.000898,3.6,-3.6,0.2,-0.1,106.0,-106.0,0.027999999999999997,-0.077,0.15,-0.15,0.078,-0.039,-0.057999999999999996,0.043,12.78,-6.99,0.24836,-0.62836
K00833.01,FALSE POSITIVE,,3.951405455,173.276125,2455006.276,1.276,2.1862,2453.9,0.331,0.19337000000000001,31.44,0.048,76.4,1133.0,388.71,5.42,0.33399999999999996,0.29600000000000004,0.0,0.0,6046.0,4.539,-0.38,0.8690000000000001,0.953,13.512,110.665,117.2,1,272,0.000454,-0.000454,2.2580000000000002e-06,-2.2580000000000002e-06,25.2,-25.2,0.027000000000000003,-0.027000000000000003,6.027,-0.214,5.992000000000001,-0.19899999999999998,2.7,-2.7,8.94,-2.96,182.0,-182.0,0.048,-0.204,0.3,-0.3,0.247,-0.08199999999999999,-0.11900000000000001,0.107,333.12,-106.59,2.28091,-0.020380000000000002
K00182.01,CANDIDATE,,3.479425638,136.797172,2454969.797,0.612,3.4479,19550.0,0.134,0.63546,12.86,0.044000000000000004,85.26,1166.0,435.85,7.41,0.33399999999999996,0.29600000000000004,0.0,0.0,5907.0,4.519,-0.3,0.878,0.929,138.532,1656.204,123.3,1,306,0.00067,-0.00067,2.848e-06,-2.848e-06,206.0,-206.0,0.08800000000000001,-0.08800000000000001,0.066,-0.135,0.000754,-0.005,2.8,-2.8,3.63,-1.22,158.0,-175.0,0.062,-0.188,0.3,-0.3,0.248,-0.083,-0.10800000000000001,0.10800000000000001,360.82,-119.01,0.23813,-0.11164
K00261.01,CONFIRMED,Kepler-96 b,16.23847733,171.019564,2455004.02,0.7659999999999999,3.9699,646.7,0.025,0.69363,2.76,0.12300000000000001,87.94,711.0,60.35,21.3,0.40399999999999997,0.262,0.0,0.0,5683.0,4.422,0.04,0.993,0.951,33.625,177.37400000000002,125.8,1,79,0.000695,-0.000695,1.477e-05,-1.477e-05,5.8,-5.8,0.034,-0.034,0.043,-0.517,0.000265,-0.002,8.6,-8.6,0.42,-0.24,114.0,-114.0,0.085,-0.114,0.15,-0.15,0.15,-0.087,-0.061,0.067,26.22,-14.02,1.40391,-0.15539
