Row ID,K2 Name,K2 ID,Alt Name,RA (J2000),RA Error,Dec (J2000),Dec Error,Disc Method,Number of Planets,Planet Radius,Planet Radius err1,Planet Radius err2,Planet Radius Limit Flag,# Planet Radius Measurements,Semi-Major Axis,Semi-Major Axis err1,Semi-Major Axis err2,Semi-Major Axis Flag,# Semi-Major Axis Measurements,Orbital Eccentricity,Orbital Eccentricity err1,Orbital Eccentricity err2,Orbital Eccentricity Limit Flag,# Orbital Eccentricity Measurements,Orbital Inclination,Orbital Inclination err1,Orbital Inclination err2,Orbital Inclination Limit Flag,# Orbital Inclination Measurements,Planet Mass,Planet mass err1,Planet mass err2,Planet mass Limit Flag,# Planet mass Measurements,Planet mass Provenence,Planet Density,Planet Density err1,Planet Density err2,Planet Density Limit Flag,# Planet Density Measurements,Period,Period err1,Period err2,Period Limit Flag,# Period Measurements,Kepler Flag,K2 Flag,Stellar Mass,Stellar Mass err1,Stellar Mass err2,Stellar Mass Limit Flag,# Stellar Mass Measurements,Stellar Radius,Stellar Radius err1,Stellar Radius err2,Stellar Radius Limit Flag,# Stellar radius Measurements,Stellar Distance,Stellar Distance err1,Stellar Distance err2,Stellar  Distance limit Flag,# Stellar Distance Measurements,Stellar Optical mag,Stellar Optical mag err,Stellar Optical mag Limit Flag,Optical Mag Band Name,Stellar Teff,Stellar Teff err1,Stellar Teff err2,Stellar Teff Limit Flag,# Stellar Teff Measurements,# of Planet Notes,Last Update,Gaia gmag,Gaia gmag Err,Gaia gmag Limit Flag,Kepmag,K2 Campaign,Discovery Facility
262,K2-249 b,228748383,K2-249 b,12 13 28.001,0.0,-08 59 42.41,0.0,Transit,1,0.249,0.024,-0.020,0,1,0.115,0.003,-0.003,0,1,,,,0,0,,,,0,0,0.032,0.009,-0.009,0,1,Mass,,,,0,0,12.409,0.003,-0.003,0,1,0,1,1.320,0.090,-0.120,0.000,1,1.570,0.060,-0.060,0,2,528.300,16.900,-14.700,0,2,11.827,0.211,0,V (Johnson),6504,329,-419,0,2,0,2018-07-12,,,,12.459,10,K2
263,K2-250 b,228748826,K2-250 b,12 20 07.625,0.0,-08 58 32.83,0.0,Transit,1,0.218,0.017,-0.013,0,1,0.046,5.000e-4,-5.000e-4,0,1,,,,0,0,,,,0,0,0.027,0.008,-0.008,0,1,Mass,,,,0,0,4.015,6.200e-4,-5.700e-4,0,1,0,1,0.800,0.030,-0.020,0.000,1,0.810,0.020,-0.020,0,2,417.600,6.200,-6.000,0,2,14.267,0.120,0,V (Johnson),5172,46,-44,0,2,0,2018-07-12,,,,13.948,10,K2
264,K2-251 b,228758778,K2-251 b,12 42 45.414,0.0,-08 32 09.31,0.0,Transit,1,0.210,0.023,-0.019,0,1,0.069,5.000e-4,-5.000e-4,0,1,,,,0,0,,,,0,0,0.026,0.008,-0.008,0,1,Mass,,,,0,0,9.301,0.003,-0.003,0,1,0,1,0.520,0.010,-0.010,0.000,1,0.490,0.010,-0.010,0,2,147.700,1.000,-1.000,0,2,15.621,0.080,0,V (Johnson),3717,85,-50,0,2,0,2018-07-12,,,,14.806,10,K2
265,K2-252 b,228763938,K2-252 b,12 09 27.927,0.0,-08 18 34.27,0.0,Transit,1,0.155,0.015,-0.011,0,1,0.104,8.000e-4,-7.000e-4,0,1,,,,0,0,,,,0,0,0.018,0.008,-0.007,0,1,Mass,,,,0,0,13.815,0.005,-0.004,0,1,0,1,0.790,0.020,-0.010,0.000,1,0.820,0.010,-0.010,0,2,229.900,2.100,-1.900,0,2,12.847,0.050,0,V (Johnson),5152,41,-39,0,2,0,2018-07-12,,,,12.640,10,K2
266,K2-253 b,228809550,K2-253 b,12 24 20.497,0.0,-06 22 43.98,0.0,Transit,1,1.130,0.062,-0.054,0,1,0.051,0.001,-0.001,0,1,,,,0,0,,,,0,0,0.223,0.110,-0.073,0,1,Mass,,,,0,0,4.002,1.300e-4,-1.300e-4,0,1,0,1,1.080,0.050,-0.080,0.000,1,1.100,0.040,-0.040,0,2,901.800,30.000,-27.900,0,2,14.868,0.070,0,V (Johnson),6027,221,-240,0,2,0,2018-07-12,,,,14.665,10,K2
267,K2-254 b,228849382,K2-254 b,12 22 12.180,0.0,-04 43 02.05,0.0,Transit,2,0.145,0.025,-0.021,0,1,0.045,5.000e-4,-5.000e-4,0,1,,,,0,0,,,,0,0,0.016,0.008,-0.008,0,1,Mass,,,,0,0,4.096,8.100e-4,-7.900e-4,0,1,0,1,0.710,0.020,-0.030,0.000,1,0.670,0.010,-0.010,0,2,229.400,1.300,-1.300,0,2,14.183,0.050,0,V (Johnson),4629,168,-123,0,2,0,2018-07-12,,,,13.765,10,K2
268,K2-254 c,228849382,K2-254 c,12 22 12.180,0.0,-04 43 02.05,0.0,Transit,2,0.195,0.021,-0.016,0,1,0.092,0.001,-0.001,0,1,,,,0,0,,,,0,0,0.024,0.008,-0.008,0,1,Mass,,,,0,0,12.118,0.003,-0.003,0,1,0,1,0.710,0.020,-0.030,0.000,1,0.670,0.010,-0.010,0,2,229.400,1.300,-1.300,0,2,14.183,0.050,0,V (Johnson),4629,168,-123,0,2,0,2018-07-12,,,,13.765,10,K2
269,K2-255 b,228894622,K2-255 b,12 39 39.119,0.0,-03 22 13.95,0.0,Transit,1,0.259,0.025,-0.010,0,1,0.027,3.000e-4,-3.000e-4,0,1,,,,0,0,,,,0,0,0.034,0.008,-0.008,0,1,Mass,,,,0,0,1.964,4.000e-5,-4.000e-5,0,1,0,1,0.710,0.030,-0.030,0.000,1,0.690,0.010,-0.010,0,2,192.400,1.500,-1.500,0,2,13.756,0.050,0,V (Johnson),4676,63,-61,0,2,0,2018-07-12,,,,13.319,10,K2
270,K2-256 b,228968232,K2-256 b,12 24 54.518,0.0,-02 03 57.35,0.0,Transit,1,0.235,0.022,-0.019,0,1,0.058,8.000e-4,-8.000e-4,0,1,,,,0,0,,,,0,0,0.030,0.009,-0.008,0,1,Mass,,,,0,0,5.520,0.002,-0.003,0,1,0,1,0.840,0.030,-0.040,0.000,1,0.780,0.020,-0.020,0,2,580.500,14.900,-13.900,0,2,14.939,0.010,0,V (Johnson),5219,179,-136,0,2,0,2018-07-12,,,,14.659,10,K2
271,K2-257 b,228974324,K2-257 b,12 33 06.837,0.0,-01 57 11.37,0.0,Transit,1,0.074,0.005,-0.004,0,1,0.022,2.000e-4,-2.000e-4,0,1,,,,0,0,,,,0,0,0.002,0.002,-0.001,0,1,Mass,,,,0,0,1.606,1.400e-4,-1.300e-4,0,1,0,1,0.520,0.010,-0.010,0.000,1,0.500,0.010,-0.010,0,1,64.100,0.300,-0.300,0,2,13.716,0.030,0,V (Johnson),3725,80,-46,0,2,0,2018-07-12,,,,12.873,10,K2
272,K2-258 b,229017395,K2-258 b,12 30 31.520,0.0,-01 09 39.31,0.0,Transit,1,0.268,0.019,-0.018,0,1,0.149,0.003,-0.003,0,1,,,,0,0,,,,0,0,0.035,0.008,-0.009,0,1,Mass,,,,0,0,19.092,0.006,-0.006,0,1,0,1,1.210,0.050,-0.080,0.000,1,1.310,0.030,-0.030,0,2,675.200,11.600,-11.500,0,2,13.298,0.030,0,V (Johnson),6351,198,-228,0,2,0,2018-07-12,,,,13.163,10,K2
273,K2-259 b,229131722,K2-259 b,12 27 12.645,0.0,+01 34 00.66,0.0,Transit,1,0.207,0.018,-0.015,0,1,0.127,0.001,-0.001,0,1,,,,0,0,,,,0,0,0.025,0.008,-0.008,0,1,Mass,,,,0,0,15.480,0.003,-0.004,0,1,0,1,1.140,0.030,-0.030,0.000,1,1.130,0.030,-0.020,0,2,422.100,7.700,-7.800,0,2,12.536,0.040,0,V (Johnson),6059,62,-76,0,2,0,2018-07-12,,,,12.515,10,K2
274,K2-21 b,206011691,K2-21 b,22 41 12.883,0.0,-14 29 20.35,0.0,Transit,2,0.164,0.009,-0.009,0,3,0.076,0.002,-0.003,0,3,0.100,0.149,-0.085,0,1,88.980,0.500,-0.310,0,2,,,,0,0,,,,,0,1,9.325,3.790e-4,-4.030e-4,0,3,0,1,0.680,0.070,-0.070,0.000,3,0.650,0.030,-0.030,0,3,,,,,0,12.850,0.020,0,V (Johnson),4222.0600000000004,88.150000000000006,-84.409999999999997,0,3,0,2017-10-26,,,,12.316,3,K2
275,K2-21 c,206011691,K2-21 c,22 41 12.883,0.0,-14 29 20.35,0.0,Transit,2,0.222,0.015,-0.017,0,3,0.107,0.003,-0.004,0,3,0.210,0.207,-0.174,0,1,88.850,0.400,-0.150,0,2,,,,0,0,,,,,0,1,15.502,9.180e-4,-9.280e-4,0,3,0,1,0.680,0.070,-0.070,0.000,3,0.650,0.030,-0.030,0,3,,,,,0,12.850,0.020,0,V (Johnson),4222.0600000000004,88.150000000000006,-84.409999999999997,0,3,0,2017-10-26,,,,12.316,3,K2
276,K2-26 b,202083828,K2-26 b,06 16 49.579,0.0,+24 35 47.08,0.0,Transit,1,0.238,0.041,-0.037,0,3,0.096,0.005,-0.006,0,2,,,,,0,88.400,1.200,-1.500,0,1,,,,,0,,,,,,0,14.566,0.002,-0.002,0,3,0,1,0.560,0.100,-0.100,0.000,2,0.520,0.080,-0.080,0,3,,,,,0,14.530,0.030,0,V (Johnson),3785,185,-185,0,2,0,2016-01-21,,,,14.000,0,K2
277,K2-29 b,211089792,K2-29 b,04 10 40.955,0.0,+24 24 07.35,0.0,Transit,1,1.190,0.020,-0.020,0,4,0.042,2.400e-4,-2.400e-4,0,3,0.066,0.022,-0.022,0,2,86.656,0.110,-0.080,0,3,0.730,0.040,-0.040,0,2,Mass,0.530,0.040,-0.040,0,2,3.259,1.900e-6,-1.900e-6,0,4,0,1,0.940,0.020,-0.020,0.000,4,0.860,0.010,-0.010,0,4,,,,,0,12.526,0.044,0,V (Johnson),5358,38,-38,0,4,0,2016-03-24,,,,12.914,4,K2
278,K2-42 b,201155177,K2-42 b,11 46 39.774,0.0,-05 10 18.89,0.0,Transit,1,0.192,0.021,-0.021,0,1,0.062,0.001,-0.001,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,6.688,9.300e-4,-9.300e-4,0,1,0,1,0.700,0.050,-0.050,0.000,1,0.640,0.040,-0.040,0,1,,,,,0,15.023,0.020,0,V (Johnson),4613,71,-71,0,1,0,2016-07-18,,,,14.632,1,K2
279,K2-43 b,201205469,K2-43 b,11 16 28.114,0.0,-03 58 31.58,0.0,Transit,1,0.424,0.030,-0.029,0,2,0.038,0.001,-0.001,0,2,0.070,0.149,-0.058,0,1,88.900,0.760,-0.900,0,1,,,,0,0,,,,,0,0,3.471,1.630e-4,-1.610e-4,0,2,0,1,0.600,0.060,-0.060,0.000,2,0.590,0.040,-0.040,0,2,,,,,0,15.596,0.050,0,V (Johnson),3889.7199999999998,120.75,-112.52,0,2,0,2017-10-26,,,,14.887,1,K2
280,K2-44 b,201295312,K2-44 b,11 36 02.790,0.0,-02 31 15.17,0.0,Transit,1,0.243,0.029,-0.029,0,2,0.065,0.001,-0.001,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,5.657,5.900e-4,-5.900e-4,0,2,0,1,1.150,0.060,-0.060,0.000,2,1.580,0.150,-0.150,0,2,,,,,0,12.189,0.120,0,V (Johnson),5912,51,-51,0,2,0,2016-07-18,,,,12.126,1,K2
281,K2-45 b,201345483,K2-45 b,11 18 31.890,0.0,-01 46 26.87,0.0,Transit,1,0.599,0.000,0.000,0,2,0.022,0.001,-0.001,0,2,,,,,1,,,,,1,,,,,0,,,,,,0,1.729,6.900e-6,-6.900e-6,0,2,0,1,0.500,0.080,-0.080,0.000,2,0.450,0.070,-0.070,0,2,,,,,0,15.780,0.010,0,V (Johnson),4103,90,-90,0,2,0,2016-07-18,,,,15.319,1,K2
282,K2-46 b,201403446,K2-46 b,11 37 03.922,0.0,-00 54 26.14,0.0,Transit,1,0.183,0.021,-0.021,0,2,0.138,9.600e-4,-9.600e-4,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,19.154,0.004,-0.004,0,2,0,1,0.960,0.020,-0.020,0.000,2,1.290,0.120,-0.120,0,2,,,,,0,12.029,0.020,0,V (Johnson),6256,37,-37,0,2,0,2016-07-18,,,,11.995,1,K2
283,K2-47 b,201647718,K2-47 b,11 14 19.823,0.0,+02 46 50.56,0.0,Transit,1,0.169,0.023,-0.023,0,1,0.178,0.002,-0.002,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,31.637,0.009,-0.009,0,1,0,1,0.750,0.020,-0.020,0.000,1,0.760,0.030,-0.030,0,1,,,,,0,14.085,0.110,0,V (Johnson),5054,82,-82,0,1,0,2016-07-18,,,,13.771,1,K2
284,K2-48 b,201677835,K2-48 b,11 44 29.652,0.0,+03 16 20.73,0.0,Transit,1,0.200,0.021,-0.021,0,1,0.134,0.001,-0.001,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,20.506,0.004,-0.004,0,1,0,1,0.770,0.020,-0.020,0.000,1,0.730,0.020,-0.020,0,1,,,,,0,14.277,0.030,0,V (Johnson),4899,78,-78,0,1,0,2016-07-18,,,,14.019,1,K2
285,K2-49 b,201690311,K2-49 b,11 49 16.849,0.0,+03 28 32.05,0.0,Transit,1,0.172,0.047,-0.047,0,1,0.031,0.003,-0.003,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,2.771,1.500e-4,-1.500e-4,0,1,0,1,0.510,0.140,-0.140,0.000,1,0.450,0.120,-0.120,0,1,,,,,0,15.668,0.080,0,V (Johnson),4175,97,-97,0,1,0,2016-07-18,,,,15.288,1,K2
286,K2-50 b,201833600,K2-50 b,11 17 56.070,0.0,+05 59 18.16,0.0,Transit,1,0.142,0.021,-0.021,0,1,0.070,0.002,-0.002,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,8.753,0.001,-0.001,0,1,0,1,0.610,0.060,-0.060,0.000,1,0.550,0.050,-0.050,0,1,,,,,0,14.717,0.050,0,V (Johnson),4326,128,-128,0,1,0,2016-07-18,,,,14.252,1,K2
287,K2-116 b,206119924,K2-116 b,22 24 36.387,0.0,-11 34 43.29,0.0,Transit,1,0.062,0.004,-0.004,0,2,0.048,0.002,-0.002,0,1,0.060,0.142,-0.053,0,1,89.090,0.620,-0.710,0,2,,,,0,0,,,,,0,0,4.655,4.860e-4,-4.730e-4,0,2,0,1,0.690,0.070,-0.070,0.000,2,0.670,0.030,-0.030,0,2,56.150,6.620,-8.660,0,2,10.910,0.101,0,V (Johnson),4348.3500000000004,86.099999999999994,-87.780000000000001,0,2,0,2017-10-05,,,,10.310,3,K2
288,K2-52 b,203776696,K2-52 b,16 26 26.741,0.0,-24 58 11.81,0.0,Transit,1,0.990,0.348,-0.348,0,1,0.049,0.003,-0.003,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,3.535,1.900e-4,-1.900e-4,0,1,0,1,1.210,0.230,-0.230,0.000,1,1.490,0.520,-0.520,0,1,,,,,0,15.037,,0,Kepler-band,6113,787,-787,0,1,0,2016-07-18,,,,15.037,2,K2
289,K2-53 b,204890128,K2-53 b,16 16 34.036,0.0,-20 24 01.92,0.0,Transit,1,0.223,0.023,-0.023,0,1,0.098,0.001,-0.001,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,12.205,0.002,-0.002,0,1,0,1,0.830,0.030,-0.030,0.000,1,0.850,0.050,-0.050,0,1,,,,,0,11.888,,0,Kepler-band,5269,79,-79,0,1,0,2016-07-18,,,,11.888,2,K2
290,K2-54 b,205916793,K2-54 b,22 32 13.008,0.0,-17 32 38.38,0.0,Transit,1,0.103,0.017,-0.017,0,1,0.067,0.004,-0.004,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,9.784,0.001,-0.001,0,1,0,1,0.420,0.070,-0.070,0.000,1,0.380,0.050,-0.050,0,1,,,,,0,14.042,0.010,0,V (Johnson),3798,113,-113,0,1,0,2016-07-18,,,,13.441,3,K2
291,K2-55 b,205924614,K2-55 b,22 15 00.462,0.0,-17 15 02.55,0.0,Transit,1,0.341,0.029,-0.029,0,2,0.035,7.800e-4,-7.800e-4,0,2,,,,,1,,,,,1,,,,,0,,,,,,0,2.849,3.300e-5,-3.300e-5,0,2,0,1,0.700,0.050,-0.050,0.000,2,0.630,0.050,-0.050,0,2,,,,,0,13.546,0.020,0,V (Johnson),4456,148,-148,0,2,0,2016-07-18,,,,13.087,3,K2
292,K2-57 b,206026136,K2-57 b,22 50 46.011,0.0,-14 04 11.59,0.0,Transit,1,0.187,0.022,-0.022,0,1,0.075,0.002,-0.002,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,9.006,0.001,-0.001,0,1,0,1,0.680,0.060,-0.060,0.000,1,0.620,0.050,-0.050,0,1,,,,,0,14.501,0.050,0,V (Johnson),4434,61,-61,0,1,0,2016-07-18,,,,14.101,3,K2
293,K2-58 b,206026904,K2-58 b,22 15 17.234,0.0,-14 02 59.31,0.0,Transit,3,0.239,0.033,-0.033,0,2,0.069,0.002,-0.002,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,7.053,3.200e-4,-3.200e-4,0,2,0,1,0.890,0.080,-0.080,0.000,2,0.860,0.100,-0.100,0,2,,,,,0,12.378,0.030,0,V (Johnson),5413,255,-255,0,2,0,2016-07-18,,,,12.150,3,K2
294,K2-58 c,206026904,K2-58 c,22 15 17.234,0.0,-14 02 59.31,0.0,Transit,3,0.145,0.021,-0.021,0,2,0.035,0.001,-0.001,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,2.537,1.700e-4,-1.700e-4,0,2,0,1,0.890,0.080,-0.080,0.000,2,0.860,0.100,-0.100,0,2,,,,,0,12.378,0.030,0,V (Johnson),5413,255,-255,0,2,0,2016-07-18,,,,12.150,3,K2
295,K2-58 d,206026904,K2-58 d,22 15 17.234,0.0,-14 02 59.31,0.0,Transit,3,0.153,0.022,-0.022,0,2,0.152,0.005,-0.005,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,22.883,0.004,-0.004,0,2,0,1,0.890,0.080,-0.080,0.000,2,0.860,0.100,-0.100,0,2,,,,,0,12.378,0.030,0,V (Johnson),5413,255,-255,0,2,0,2016-07-18,,,,12.150,3,K2
296,K2-59 b,206027655,K2-59 b,22 35 46.164,0.0,-14 01 39.88,0.0,Transit,2,0.215,0.028,-0.028,0,1,0.135,0.004,-0.004,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,20.692,0.003,-0.003,0,1,0,1,0.770,0.070,-0.070,0.000,1,0.730,0.070,-0.070,0,1,,,,,0,14.226,0.030,0,V (Johnson),5055,93,-93,0,1,0,2016-07-18,,,,13.869,3,K2
297,K2-59 c,206027655,K2-59 c,22 35 46.164,0.0,-14 01 39.88,0.0,Transit,2,0.205,0.026,-0.026,0,1,0.090,0.003,-0.003,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,11.295,0.001,-0.001,0,1,0,1,0.770,0.070,-0.070,0.000,1,0.730,0.070,-0.070,0,1,,,,,0,14.226,0.030,0,V (Johnson),5055,93,-93,0,1,0,2016-07-18,,,,13.869,3,K2
298,K2-60 b,206038483,K2-60 b,22 34 25.481,0.0,-13 43 54.13,0.0,Transit,1,0.683,0.037,-0.037,0,2,0.045,0.003,-0.003,0,2,0.000,,,0,1,88.490,0.960,-0.960,0,1,0.426,0.037,-0.037,0,1,Mass,1.700,0.300,-0.300,0,1,3.003,4.000e-5,-4.000e-5,0,2,0,1,0.970,0.070,-0.070,0.000,2,1.120,0.050,-0.050,0,2,,,,,0,12.789,0.020,0,V (Johnson),5500,100,-100,0,2,1,2017-02-02,,,,12.590,3,K2
299,K2-61 b,206044803,K2-61 b,22 38 41.939,0.0,-13 33 36.09,0.0,Transit,1,0.221,0.070,-0.070,0,2,0.039,0.002,-0.002,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,2.573,2.000e-4,-2.000e-4,0,2,0,1,1.210,0.220,-0.220,0.000,2,1.360,0.410,-0.410,0,2,,,,,0,12.991,0.020,0,V (Johnson),6293,338,-338,0,2,0,2016-07-18,,,,12.975,3,K2
300,K2-62 b,206096602,K2-62 b,22 17 27.400,0.0,-12 11 14.99,0.0,Transit,2,0.191,0.019,-0.019,0,2,0.064,0.001,-0.001,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,6.672,2.800e-4,-2.800e-4,0,2,0,1,0.770,0.050,-0.050,0.000,2,0.730,0.050,-0.050,0,2,,,,,0,12.397,0.040,0,V (Johnson),4880,216,-216,0,2,0,2016-07-18,,,,12.045,3,K2
301,K2-62 c,206096602,K2-62 c,22 17 27.400,0.0,-12 11 14.99,0.0,Transit,2,0.191,0.020,-0.020,0,2,0.115,0.003,-0.003,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,16.197,0.001,-0.001,0,2,0,1,0.770,0.050,-0.050,0.000,2,0.730,0.050,-0.050,0,2,,,,,0,12.397,0.040,0,V (Johnson),4880,216,-216,0,2,0,2016-07-18,,,,12.045,3,K2
302,K2-63 b,206101302,K2-63 b,22 13 42.400,0.0,-12 03 58.95,0.0,Transit,1,0.287,0.088,-0.088,0,1,0.163,0.010,-0.010,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,20.257,0.007,-0.007,0,1,0,1,1.400,0.250,-0.250,0.000,1,1.630,0.480,-0.480,0,1,,,,,0,12.876,0.020,0,V (Johnson),6771,303,-303,0,1,0,2016-07-18,,,,12.703,3,K2
303,K2-64 b,206125618,K2-64 b,22 09 39.265,0.0,-11 25 43.47,0.0,Transit,1,0.185,0.023,-0.023,0,1,0.062,0.002,-0.002,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,6.530,6.700e-4,-6.700e-4,0,1,0,1,0.740,0.070,-0.070,0.000,1,0.730,0.080,-0.080,0,1,,,,,0,14.086,0.010,0,V (Johnson),5312,82,-82,0,1,0,2016-07-18,,,,13.894,3,K2
304,K2-65 b,206144956,K2-65 b,22 12 50.823,0.0,-10 55 31.36,0.0,Transit,1,0.141,0.034,-0.034,0,2,0.101,0.004,-0.004,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,12.648,0.001,-0.001,0,2,0,1,0.870,0.100,-0.100,0.000,2,0.840,0.120,-0.120,0,2,78.060,11.170,-15.660,0,2,10.801,0.084,0,V (Johnson),5213,336,-336,0,2,0,2016-07-18,,,,10.396,3,K2
305,K2-66 b,206153219,K2-66 b,22 06 06.409,0.0,-10 42 41.58,0.0,Transit,1,0.222,0.030,-0.021,0,2,0.060,7.200e-4,-7.200e-4,0,2,,,,0,0,86.600,2.400,-4.400,0,1,0.067,0.011,-0.011,0,1,Mass,7.800,2.700,-2.700,0,1,5.070,8.100e-4,-8.100e-4,0,2,0,1,1.110,0.040,-0.040,0.000,2,1.670,0.120,-0.120,0,2,,,,,0,11.710,0.186,0,V (Johnson),5887,46,-46,0,2,1,2017-12-14,,,,12.051,3,K2
306,K2-117 b,211331236,K2-117 b,08 55 25.364,0.0,+10 28 08.87,0.0,Transit,2,0.175,0.011,-0.011,0,2,0.019,0.001,-0.001,0,2,0.060,0.138,-0.053,0,1,88.360,1.140,-1.370,0,1,,,,0,0,,,,,0,0,1.292,4.000e-5,-4.000e-5,0,2,0,1,0.580,0.060,-0.060,0.000,2,0.490,0.030,-0.030,0,2,100.000,14.000,-14.000,0,1,14.655,0.060,0,V (Johnson),3842.1199999999999,82.260000000000005,-81.780000000000001,0,2,0,2017-10-05,,,,13.905,5,K2
307,K2-68 b,206159027,K2-68 b,22 16 04.746,0.0,-10 34 02.34,0.0,Transit,1,0.141,0.021,-0.021,0,2,0.071,0.003,-0.003,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,8.054,8.200e-4,-8.200e-4,0,2,0,1,0.730,0.100,-0.100,0.000,2,0.680,0.090,-0.090,0,2,,,,,0,12.977,0.050,0,V (Johnson),4746,96,-96,0,2,0,2016-07-18,,,,12.597,3,K2
308,K2-69 b,206162305,K2-69 b,22 23 02.292,0.0,-10 29 18.89,0.0,Transit,1,0.207,0.032,-0.032,0,1,0.059,0.003,-0.003,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,7.066,5.000e-4,-5.000e-4,0,1,0,1,0.550,0.070,-0.070,0.000,1,0.490,0.070,-0.070,0,1,,,,,0,14.807,,0,Kepler-band,4127,190,-190,0,1,0,2016-07-18,,,,14.807,3,K2
309,K2-70 b,206181769,K2-70 b,22 33 54.192,0.0,-10 05 05.81,0.0,Transit,1,0.258,0.042,-0.042,0,2,0.111,0.004,-0.004,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,13.979,9.500e-4,-9.500e-4,0,2,0,1,0.940,0.100,-0.100,0.000,2,0.930,0.140,-0.140,0,2,,,,,0,12.989,0.030,0,V (Johnson),5622,268,-268,0,2,0,2016-07-18,,,,12.770,3,K2
310,K2-71 b,206192813,K2-71 b,22 46 53.862,0.0,-09 52 53.83,0.0,Transit,1,0.192,0.029,-0.029,0,1,0.056,0.003,-0.003,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,6.985,7.500e-4,-7.500e-4,0,1,0,1,0.480,0.060,-0.060,0.000,1,0.430,0.050,-0.050,0,1,,,,,0,14.875,,0,Kepler-band,4006,133,-133,0,1,0,2016-07-18,,,,14.875,3,K2
311,K2-72 b,206209135,K2-72 b,22 18 29.275,0.0,-09 36 44.58,0.0,Transit,4,0.096,0.010,-0.010,0,2,0.040,0.004,-0.005,0,2,0.110,0.197,-0.088,0,1,89.150,0.590,-0.860,0,1,,,,0,0,,,,,0,0,5.577,4.170e-4,-4.190e-4,0,2,0,1,0.270,0.080,-0.090,0.000,2,0.330,0.030,-0.030,0,2,,,,,0,15.309,0.050,0,V (Johnson),3360.4699999999998,87.239999999999995,-86.340000000000003,0,2,0,2017-10-26,,,,14.407,3,K2
312,K2-72 c,206209135,K2-72 c,22 18 29.275,0.0,-09 36 44.58,0.0,Transit,4,0.103,0.012,-0.012,0,2,0.078,0.007,-0.010,0,2,0.110,0.202,-0.092,0,1,89.540,0.320,-0.440,0,1,,,,0,0,,,,,0,0,15.189,0.003,-0.003,0,2,0,1,0.270,0.080,-0.090,0.000,2,0.330,0.030,-0.030,0,2,,,,,0,15.309,0.050,0,V (Johnson),3360.4699999999998,87.239999999999995,-86.340000000000003,0,2,0,2017-10-26,,,,14.407,3,K2
313,K2-72 d,206209135,K2-72 d,22 18 29.275,0.0,-09 36 44.58,0.0,Transit,4,0.090,0.011,-0.011,0,2,0.050,0.004,-0.006,0,2,0.110,0.208,-0.092,0,1,89.260,0.500,-0.690,0,1,,,,0,0,,,,,0,0,7.760,0.001,-0.001,0,2,0,1,0.270,0.080,-0.090,0.000,2,0.330,0.030,-0.030,0,2,,,,,0,15.309,0.050,0,V (Johnson),3360.4699999999998,87.239999999999995,-86.340000000000003,0,2,0,2017-10-26,,,,14.407,3,K2
314,K2-72 e,206209135,K2-72 e,22 18 29.275,0.0,-09 36 44.58,0.0,Transit,4,0.115,0.012,-0.012,0,2,0.106,0.009,-0.013,0,2,0.110,0.199,-0.087,0,1,89.680,0.220,-0.320,0,1,,,,0,0,,,,,0,0,24.159,0.004,-0.004,0,2,0,1,0.270,0.080,-0.090,0.000,2,0.330,0.030,-0.030,0,2,,,,,0,15.309,0.050,0,V (Johnson),3360.4699999999998,87.239999999999995,-86.340000000000003,0,2,0,2017-10-26,,,,14.407,3,K2
315,K2-73 b,206245553,K2-73 b,22 20 06.116,0.0,-09 03 21.93,0.0,Transit,1,0.219,0.019,-0.019,0,2,0.076,7.200e-4,-7.200e-4,0,1,,,,,0,,,,,1,,,,,0,,,,,,0,7.495,5.900e-4,-5.900e-4,0,2,0,1,1.050,0.030,-0.030,0.000,2,1.060,0.070,-0.070,0,2,,,,,0,11.345,0.146,0,V (Johnson),5922,76,-76,0,2,0,2016-07-18,,,,11.745,3,K2
